,,□,高級レストラン（役員）,・リオデジャネイロオリンピックが終わっても、日々の営業状況や来月以降の予約状況には、あまり変化がない。,,
,,□,一般レストラン［パン・カフェ］（経営者）,・他の業種の人に聞いていても、あまり景気のいい話は聞かない。現状維持の状態が見込まれる。,,
,,□,その他飲食［ワイン輸入］（経営企画担当）,・円高差益を値下げの原資とする流れがみられる。販売数は伸びるが、人件費に回らないと、採用を控えたり給与の上げ幅を抑える方向となる。,,
,,□,観光型ホテル（販売担当）,・秋のハイシーズンを迎えるが、相変わらず婚礼の受注減少と宿泊宴会の不振が続き、回復の見込みは薄い。,,
,,□,都市型ホテル（営業担当）,・為替やインバウンドの需要が落ち込まない限り変わらない。変化があるとしても来年以降である。,,
,,□,都市型ホテル（経理担当）,・前年並みの予約状況である。,,
,,□,旅行代理店（経営者）,・お得感のある商品でも売れなくなっており、消費に対して全体的に消極的な傾向がうかがわれる。,,
,,□,旅行代理店（経営者）,・特段、変化する要因に欠ける。,,
,,□,旅行代理店（経営者）,・秋の連休が終われば、年末年始向けの問い合わせも、動きも良くなる見通しである。既に問い合わせはあるので、期待をしたい。,,
,,□,タクシー運転手,・良くなる要素が見当たらない。,,
,,□,タクシー運転手,・当分の間は、今の状態が続く。,,
,,□,通信会社（企画担当）,・世界経済や国内、地域経済のどの局面をみても、景気回復の材料が見当たらない。,,
,,□,通信会社（サービス担当）,・１人１台のスマートフォンの普及により、固定電話の必要性がなくなりつつあり、固定電話の解約は変わらず続く。,,
,,□,通信会社（営業担当）,・個人客のシビアな商品選びは、この１年ぐらい変わらない。３か月先も、特に新たな商材が増える予定はない。,,
,,□,テーマパーク（職員）,・現状からの変化が期待できる事柄がない。,,
,,□,テーマパーク職員（総務担当）,・好転する要素が見当たらない。,,
,,□,ゴルフ場（企画担当）,・10月の予約数も、前年同期を超えており順調である。これから２～３か月はゴルフシーズンとなり、来客数は、天候がよほど悪くならない限り減少しない。,,
,,□,その他レジャー［スポーツレジャー紙］（広告担当）,・良くなりそうな要素もないが、極端に悪くなる要素もない。,,
,,□,美顔美容室（経営者）,・ホームケアキャンペーンが12月末まで続くので、セット商品の購入が引き続き見込まれる。,,
,,□,美容室（経営者）,・客の話を聞いていると、何事にもなるべく金を使わないように節約をしている。当分、景気は変わらない。,,
,,□,美容室（経営者）,・例年秋に向けては、夏にはパーマをかけなかった客の来店がある。,,
,,□,その他サービス［介護サービス］（職員）,・レンタル機器の中古販売処分や、秋の行楽向け用品の販促に取り組まないと、売上の増加にはつながらない。,,
,,□,設計事務所（経営者）,・業務量が少ないままで横ばいが続いている。個人住宅の案件は皆無の状態である。,,
,,□,住宅販売会社（経営者）,・売り物件が少なく買主も少ない状況が、まだ続く。,,
,,□,住宅販売会社（従業員）,・先行きにも大きな変化はみられない。,,
,,▲,百貨店（売場主任）,・靴を自分で手入れする人も修理をして履く人もほとんどいないため、販売も厳しいが、ケア用品セットの売上は一層厳しく、修理コーナーも暇な日が続いている。靴よりも他の買物を優先している様子である。紳士靴の売場はとにかく厳しい。,,
,,▲,百貨店（販売促進担当）,・インバウンドの売上減少と共に、一般客の販売量も減少が見込まれる。,,
,,▲,百貨店（販売担当）,・購買意欲を刺激する要因が乏しく、為替や株価の先行きにも不透明感があり、高額所得者も消費を控えるおそれがある。,,
,,▲,百貨店（経営企画担当）,・衣料品の落ち込みに加え、インバウンドの急減もあり、売上増加を期待できる要因が乏しい。,,
,,▲,百貨店（計画担当）,・現状も来客数の減少等がみられるが、これからの催事に向けた集客状況にも、改善の気配がみられない。,,
,,▲,スーパー（店員）,・東日本や北海道では荒天による作物への影響が心配される。特にたまねぎが高騰しており、台風の影響次第では、一層の価格上昇を懸念する。,,
,,▲,スーパー（商品開発担当）,・上期は、来客数がほぼ全ての月で前年同月を割っている。来客数の回復を図るためにあらゆる手段を講じているが、成果がなかなか表れず、この先も苦戦が見込まれる。,,
,,▲,スーパー（営業企画）,・消費者ニーズの低単価商品へのシフトは、まだしばらくは続く。,,
,,▲,スーパー（人事担当）,・ドラッグストアが生鮮食品を扱うようになり、競合環境の変化がじわじわとボディーブローのように効いている。来客数も少しずつ減少してきている。,,
,,▲,コンビニ（エリア担当）,・客単価の下落が続いている。セール品はそれなりに売れるが、通常の値段に戻すとパッタリと売れなくなる。競合店ができるので、先行きには来客数にも影響が表れそうで、更に厳しくなる。,,
,,▲,コンビニ（店長）,・当店は大手チェーンではないため、特に最近は、商品力の格差やポイント制度を含めたシステムの差が、売上減少の要因となっていると強く感じる。,,
,,▲,衣料品専門店（販売企画担当）,・新しい商品も、動きが悪くなってきている。,,
,,▲,乗用車販売店（経営者）,・一過性の要因を除くと、根本的には景気を後押しするような要因は見つからない。,,
,,▲,乗用車販売店（従業員）,・円高が進んでいることから、先々は消費に影響が出てくる。,,
,,▲,一般レストラン（経営者）,・良くなる要素がない。,,
,,▲,一般レストラン（スタッフ）,・夏には来客数の伸びを期待したが期待外れとなり、消費者はかなり支出を抑えていると感じる。,,
,,▲,一般レストラン（従業員）,・年末までは厳しい状況が続く。,,
,,▲,その他飲食［仕出し］（経営者）,・景気浮揚のきっかけが見当たらない。,,
,,▲,観光型ホテル（経営者）,・２～３か月先の予約は、前年同期比90％前後と、現状よりもやや悪い。新たな景気の下支え策もなく、インバウンドにも以前ほどの勢いがない。来年は当地を舞台とする大河ドラマがあるが、今のところ特段の影響もなく話題性に欠けるため、先行きはやや悪くなると見込まれる。,,
,,▲,都市型ホテル（経営者）,・景気の後退局面も、現実的に頭におかなければならない状況にある。,,
,,▲,旅行代理店（従業員）,・海外旅行者の減少が大きく響いている。好調だったシンガポールも、ジカ熱の発症で今後の動向が気になる。欧州は依然としてテロ関連で渡航を控える客が多い。個人の旅行単価が下がっているとの発表もあり、総合的にみて良くなる要素は、今のところ見当たらない。,,
,,▲,タクシー運転手,・東北、北海道への台風で、かなり大きな被害が出ており、その影響を懸念している。,,
,,▲,テーマパーク（職員）,・インバウンドも今後の見通しがつかない。,,
,,▲,パチンコ店（経営者）,・業界全体で低単価による薄利多売志向が定着している。,,
,,▲,理美容室（経営者）,・客との話では、あまり給料も上がらず、このまま段々と景気は悪くなっていく。,,
,,▲,設計事務所（職員）,・円高傾向にあるが、それに対しての政策がみえない。,,
,,▲,住宅販売会社（従業員）,・マイナス金利について９月に話し合われると言われているが、もし見直しになると、消費税増税の再延期で住宅業界としては後押しがなくなり、下降の一途をたどる。,,
,,▲,その他住宅［室内装飾業］（経営者）,・住宅等の新築工事の見積依頼が減少している。,,
,,▲,その他住宅［住宅管理］（経営者）,・受注量はあるが発注価格が低く、原価上昇のため利益が出ない。全体的に発注価格の上昇はまだ先で、景気が回復しているとは思えない。,,
,,×,一般小売店［酒類］（経営者）,・外食に対する財布のひもが緩む材料がない。日常生活での金の使い方は更にメリハリがつき、外での飲食の機会は減る一方にある。,,
,,×,一般レストラン（経営者）,・消費を控える傾向が定着し、特に外食やし好品に対する支出を抑える傾向が大きい。,,
,,×,理容室（経営者）,・まだ景気が良くなるとは思えない。特に地方ではそう感じる。,,
,,×,住宅販売会社（従業員）,・造成工事等に携わっている業者の話では、不景気感が強い。この先、新築住宅の着手にまで進まないという見方もあり、先行きは悪くなると見込む。,,
"企業
動向
関連

(東海)",,◎,－,－,,
,,○,パルプ・紙・紙加工品製造業（総務担当）,・取引先の様子からは、非常に良くなるというほどではないが、例年、秋の特需がある時期となるため、今よりは良くなる。,,
,,○,電気機械器具製造業（経営者）,・客先業界の今後の展開は良くわからないが、年末に向けては若干の期待が持てる。,,
,,○,電気機械器具製造業（経営者）,・かなり不透明感はあるものの、工作機械関係、電気機器向けや自動車関連等で、足元の受注量が大幅に増えており大変好調である。減少傾向の製品もあるが全体的には増産となり、先行きは良い状態が見込まれる。,,
,,○,建設業（営業担当）,・今の取組みを続けていくことで、数字や給与となって表れるのはまだ先の話だが、目に見えない部分からでも、景気は少しずつ良くなっていく。,,
,,□,食料品製造業（経営企画担当）,・購買意欲が急に高まるような要因は感じられない。むしろ原料価格の高騰等、コストアップ要因の方が気になる。,,
,,□,化学工業（総務秘書）,・大きな景気変動を促すような材料は見当たらない。,,
,,□,化学工業（人事担当）,・国内企業の業績や社会情勢は安定しており特に問題はないが、米国の利上げや大統領選の行方、中国の景気動向等、海外情勢には気掛かりな材料が多い。我が国の景気の方向性も、それらの影響によって決まる。,,
,,□,鉄鋼業（経営者）,・例年は９月からは受発注が多くなるが、今年はその動きがみえない。多少は増えたとしても、季節要因を上回るほどではない。,,
,,□,金属製品製造業（経営者）,・引き合いも少なく、引き続き全般に低調な推移が見込まれる。,,
,,□,金属製品製造業（従業員）,・仕事量はともかく、価格の下落が続く懸念をぬぐえない。,,
,,□,一般機械器具製造業（経理担当）,・受注量、販売量共に横ばいが見込まれる。,,
,,□,電気機械器具製造業（企画担当）,・不確定要素を除くと、業績に対するプラス・マイナス要因は同程度で、全体としては現状の想定範囲内で推移する。,,
,,□,電気機械器具製造業（営業担当）,・円相場の動きによるが、横ばいが見込まれる。,,
,,□,輸送用機械器具製造業（総務経理担当）,・為替やスクラップ相場の動きをみていても、特に大きな変化があるとは思えない。,,
,,□,輸送用機械器具製造業（経理担当）,・円高による為替の影響は、足元と同程度と見込むため、低調なままの推移は変わらない。,,
,,□,輸送用機械器具製造業（デザイン担当）,・円高が進んでいるので不安があるものの、大きくは変わらない。,,
,,□,輸送業（経営者）,・軽油価格の安い状況が続いているが、現業社員の採用は厳しく、採用コストが大幅に増加する。,,
,,□,輸送業（従業員）,・消費が落ち着いており荷動きは横ばいで、例年と変わりがない。燃料価格はやや値下がり傾向で、経営的には一服であったが、下げ止まりとの見方が出ており、今後の動向が心配である。,,
,,□,輸送業（エリア担当）,・為替相場が不安定である。,,
,,□,輸送業（エリア担当）,・主要荷主からは、相変わらず明るい話が聞こえてこない。,,
,,□,輸送業（エリア担当）,・内閣が新しくなって新しい経済対策を期待したが何もない。アベノミクスの効果は、生活面での実感がなく、企業活動でも感じられない。荷物の量が増えて活性化するような動きが、実際には全くないことを考えると、日本経済は行き詰まっている。,,
,,□,通信会社（法人営業担当）,・もう一段のマイナス金利もあり得るという日銀総裁のコメントもあるが、これだけ長期に景気低迷が続くと、期待ほどの効果はないと気付くべきである。いかに持続可能な経済にするかという視点が大事である。,,
,,□,金融業（従業員）,・今後の見通しに明るい材料があるわけでもなく、特に自動車関連企業は、限界ぎりぎりでやっているという話をよく耳にする。これまでと同様に目立って良くなる傾向にはない。,,
,,□,金融業（企画担当）,・個人投資家の含み損が解消できれば、消費にも大きく影響する。円安、株高の進展が期待される。,,
,,□,不動産業（用地仕入）,・英国のＥＵ離脱問題の影響はあまり表れてない。それ以外には、今後の景気を左右する要因が見当たらない。,,
,,□,広告代理店（制作担当）,・秋に向けての新しい企画も、今一つ盛り上がらず、具体的には決まっていない。,,
,,□,新聞販売店［広告］（店主）,・客の節約志向に依然として変化はなく、広告が増えない。,,
,,□,行政書士,・利益は少ないが、引き続き現状維持である。,,
,,□,会計事務所（職員）,・冠婚葬祭業には変化が生じており、特に葬祭では家族葬への関心が広まり、僧侶や神主との付き合い方も減る。コンビニと同じく、加速すると一気に広まる可能性があり、支出が縮小傾向となれば、景気上昇は見込めない。,,
,,□,その他サービス業［ソフト開発］（社員）,・来年１月以降の案件の受注次第であり、見込めない場合は、代替案件の仕込みが必要となる。,,
,,□,その他非製造業［ソフト開発］（経営者）,・１ドル100円程度の円高は、我が国経済にとって影響は小さいが、海外に移転するか国内で続けるか経営者は迷う。設備投資が増えなければ、全体的には良くならない。生活様式のあり方を考える時であり、欧米のような１か月程度の休みを取るべきである。,,
,,▲,食料品製造業（営業担当）,・年間を通じて受注量、販売量共に減少している。年末に向けての見通しも厳しい。,,
,,▲,出版・印刷・同関連産業（代表）,・客先の小売店主からは、給料がなかなか上がらず財布のひもも緩まないという声が多くなっており、広告料の値下げ要請も強い。,,
,,▲,化学工業（営業）,・競合先による販売攻勢があり、客の一部には切替えの可能性がある。,,
,,▲,一般機械器具製造業（営業担当）,・円高でも製品価格は変更できないため、収益を圧迫している。自動車部品メーカーでは、設備投資計画の縮小や延期がみられる。,,
,,▲,輸送用機械器具製造業（研修担当）,・自動車の生産量に比例して加工量も増えてはいるが、一時期の円安と比べるとはるかに円高となっており、先行きには不安を感じる。,,
,,▲,建設業（経営者）,・円高が定着化してきており、自動車産業を中心とする当地域では、消費者マインドの冷え込みが懸念される。,,
,,▲,輸送業（エリア担当）,・取扱量は増えているが、単価が安い。最低賃金が上がり人件費も増えるため、収支は悪化する。,,
,,▲,通信会社（法人営業担当）,・行政には、次年度の予算確保に向けた提案を行い、民間には、お盆期間の製造業以外への新たな提案に向けたヒアリングや現場調査を行っている。ここから新年度までは、行政・民間向けとも比較・検討の時期に入るため、金が動くのは少し先になる。,,
,,▲,不動産業（経営者）,・このまま円高が続くと、積極的な設備投資は考えられなくなり、一層の価格競争によるデフレを誘引しかねない。,,
,,▲,公認会計士,・円高により輸出型の大企業で業績が悪化し、それが中堅・中小企業にも大きく影響する。,,
,,▲,会計事務所（社会保険労務士）,・新規に社会保険へ加入する法人は、新たに負担が増えるため、昇給停止やボーナスの不支給を考えるところが多い。手取りの収入が増えなければ、消費には金が回りにくい。,,
,,×,窯業・土石製品製造業（社員）,・主力商品について、客が９月以降は低価格品にシフトし受注が半数以下になるため、売上が20％程度減少する。,,
"雇用
関連

(東海)",,◎,人材派遣会社（支店長）,・派遣契約の更新が集中する９月も、派遣契約終了者は前年同月の８割に抑えられ、求人数も堅調に増加しているため、景気は良くなる。,,
,,○,人材派遣会社（社員）,・８月があまり良くなかったので、今後のスタッフの予約状況は良くなっている。,,
,,○,アウトソーシング企業（エリア担当）,・自動車大手メーカーが下期に向けた求人募集を行い、生産体制を強化する動きがある。,,
,,○,職業安定所（職員）,・新規求人の増加において、正社員の割合が上昇している。,,
,,□,人材派遣会社（経営企画）,・明確な変動材料はない。,,
,,□,人材派遣会社（営業担当）,・人材採用の観点では、有効求人倍率は高くはなっているが、派遣の動きに関しては、それほど大きく変わることはない。,,
,,□,人材派遣会社（営業担当）,・ポジティブな材料が見当たらない。,,
,,□,新聞社［求人広告］（営業担当）,・一部の企業では工場増設等の動きも出ているが、円高基調に反応して、全体的には動きが慎重になっている。,,
,,□,新聞社［求人広告］（営業担当）,・リオデジャネイロオリンピックが終わり、いよいよ東京オリンピックといった機運が高まる。それが東京だけでなく全国の景気に影響することを期待はするが、一般消費者が実感できる時が来るのか、全く予想が立たない。,,
,,□,職業安定所（所長）,・10月に最低賃金の引上げが予定され、中小企業の経営環境は厳しくなる。雇用面での拡大が期待できない。,,
,,□,職業安定所（職員）,・企業からは人手不足の声も聞かれるが、英国のＥＵ離脱問題や欧州でのテロ等、世界情勢の影響で為替や株価の動きも先行き不透明となり、大手企業等の投資が鈍化することが懸念される。,,
,,□,職業安定所（職員）,・求人数は微減だが、求職者は10％以上の減少である。求職者が減少し、景気がそれほど悪いという印象はなく、このまま推移していく。,,
,,□,民間職業紹介機関（営業担当）,・新卒社員が慣れ始めてくる時期となり、組織内のマンパワーは充足した企業が増えるため、キャリア採用に関しては、即戦力を求める傾向がより強まる。,,
,,□,民間職業紹介機関（窓口担当）,・今のところ求人募集案件に大きな動きはみられず、すぐには景気の回復につながらない。,,
,,□,民間職業紹介機関（支社長）,・求人は、中堅・中小企業からの募集がやや少なくなっている。,,
,,□,学校［専門学校］（就職担当）,・この時期に新規や追加で開催される企業説明会等はなく、前年と比べると、採用の動きには落ち着きや充足感を感じる。,,
,,□,その他雇用［広告代理店］（求人広告担当）,・ここ半年ほどはあまり変化がなく、今後にも変化を感じられない。,,
,,▲,人材派遣会社（社員）,・求人活動を続ける企業では、思うように中途採用が確保できず、生産性が落ち込む可能性がある。,,
,,×,－,－,,
,,,,,,
　６．北陸（地域別調査機関：一般財団法人北陸経済研究所）,,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,,
"家計
動向
関連

(北陸)",,◎,通信会社（営業担当）,・新商品によってまとまった数の販売が見込めそうである。,,
,,○,百貨店（営業担当）,・インバウンド客による高額品の買上は厳しいが、季節の切り替わりによって秋物商材がまずまず伸びてきている。目的があれば購入することから、トラベル需要が伸びる時期に入ったことで売上は伸びるものと考えている。,,
,,○,コンビニ（店舗管理）,・ここ数か月は、前年度のプレミアム付商品券の効果との比較となり苦しい状況である。ここが過ぎれば少しは良くなる。,,
,,○,乗用車販売店（経営者）,・新型車の発表が来月に予定されており、事前営業の感触は良いので売上向上が期待できる。,,
,,○,乗用車販売店（従業員）,・新型車が発売され、問い合わせなども多く期待している。,,
,,○,通信会社（職員）,・イベント開催に良い時期が控えており、集客イベントの企画や出店機会が多くなる。,,
,,○,通信会社（役員）,・秋には、新型スマートフォンの発売や新サービスがスタートする。年末にかけて販売量が増えることを見込んでいる。,,
,,○,通信会社（役員）,・テレビサービスにおいては、スマホ専用チャンネルの開設やＶＯＤサービス事業者の競合など多様化の傾向にあり、これが新たな視聴契約の開拓に結びついていくものと期待している。,,
,,○,住宅販売会社（従業員）,・銀行の低金利が発表されて、客の動きに変化が出ると考える。,,
,,□,商店街（代表者）,・高齢者の年金をあてにしている世帯が多いようである。生活費に充てるのがやっとで、余計なものまで手が出せない。世間で言われている通り、貧富の差が出てきている。,,
,,□,商店街（代表者）,・専門店の集まりである商店街では、安い物の販売は増加しているが本来の高級品の販売には結びつかない状況である。,,
,,□,商店街（代表者）,・目新しい材料が少ない。,,
,,□,一般小売店［精肉］（店長）,・最近は来客数が減ってきている。この秋には近辺に集客力のある大型商業施設がオープンし、それに伴って多少は来客数が増えると期待しているが、現在の来客数の減少傾向からあまり変わらないと考える。,,
,,□,一般小売店［鮮魚］（役員）,・観光需要の影響がある業種は増えもせず減りもせず推移しているが、ほかの機械や設備、電気関係の業種の話を聞くと景気が良くなるようにはみえない。,,
,,□,一般小売店［書籍］（従業員）,・年末商品の入荷が始まるが、新しいトレンドや目立った新製品がなく期待は持てない。,,
,,□,百貨店（営業担当）,・ファッション関係では秋の新作が出てくる時期であるが、例年と比べて客の関心はあまりファッション商材には動いていない。どちらかというと暮らしや食関連といった日々の身の回りの物を優先して、ファッション関係や装飾品については財布のひもが固い客がまだ多い。,,
,,□,スーパー（店長）,・今後も、猛暑の反動や台風の状況により相場状況が見えない。特に農産物の高騰が考えられることから不安定な状況が続くものと考える。,,
,,□,スーパー（総務担当）,・最低賃金の引上げが10月に行われるが、すぐに影響は出ないと見込んでいる。ほかに大きな変動要因が見当たらないことから横ばいと考える。,,
,,□,スーパー（経営企画）,・大きな変動要因はなく、来客数は同じように推移すると見込んでいる。,,
,,□,スーパー（店舗管理）,・競合店の出店後から来客数の回復の兆しがない。旧盆セールで勢いをつけたかったが、今年は前年の数値を確保できなかった。今後も客数確保は一段と厳しくなると考える。,,
,,□,コンビニ（経営者）,・これから気温の低下とともに売上が減少するのは間違いないが、例年どおりに推移するものと考えている。これを上回ったり下回ったりする要素は見当たらない。,,
,,□,コンビニ（経営者）,・スーパーフードの飲み物などが順調に推移している。また、サラダや冷凍食品なども好調に推移しており、今の調子の良い状態はしばらく続くものと考える。,,
,,□,衣料品専門店（経営者）,・今年は初めて８月11日の山の日とお盆休暇の連続で長い夏休みになった。休暇が良い影響を及ぼした業種とそうでない業種に分かれている。来年から長い夏休みの対策が必要になると考える。,,
,,□,家電量販店（店長）,・話題性のある家電が出ないと状況は変わってこない。,,
,,□,乗用車販売店（役員）,・新型車の投入効果で当社では前年を超えている水準だが、業界全体としては前年並みである。,,
,,□,自動車備品販売店（役員）,・明るい兆しや集客策が見えない状況である。単価や買上点数は下がっており見通しは暗い。,,
,,□,住関連専門店（役員）,・従来であれば、冬場に入る前までに引き渡しを済ませる新築用や、婚礼用の住宅用品需要などで販売数量や単価が伸びる時期である。しかし、ここ数か月の動向からみて必要以上なものにまで出費しない。,,
,,□,その他専門店［酒］（経営者）,・現在が最低であるというところから変わらない。これ以上は悪くなってほしくない。,,
,,□,その他小売［ショッピングセンター］,・残暑が長引くと秋物衣料や住いの模様替え品、季節食材などの需要が減って売上に影響しそうである。,,
,,□,その他小売［ショッピングセンター］（統括）,・前年度の競合店オープンから１年経過したが、前年比の改善は想定を下回る。衣料品、飲食業種の落ち込みはやや改善したものの劇的に良くなる兆候はみられず、当面はこの状態が続く。,,
,,□,高級レストラン（スタッフ）,・個人客の利用が例年並みだったので、お盆期間や昼の営業も例年並みだった。法人利用は８月が最も少ない月だが例年と比べても伸び悩んだ。９月以降の法人受注も弱い状況である。,,
,,□,一般レストラン（店長）,・北陸新幹線開業以来、金沢への集中が一層と進み地域間の格差が広がっている。,,
,,□,観光型旅館（スタッフ）,・予約状況は８月以降が前年比88％から78％で推移しており厳しい状況が続いている。,,
,,□,都市型ホテル（役員）,・宿泊部門は、急激な円高の影響によりインバウンド客の減少が危惧される。宴会部門はコンベンションや企業の周年事業などの大型の案件があるので全館では大きな変動はないと見込んでいる。,,
,,□,旅行代理店（所長）,・特に需要喚起につながるようなイベントがなく大きく変わる要因がない。,,
,,□,タクシー運転手,・９月は大きなイベントがあり、観光の予約が順調に入っている。,,
,,□,通信会社（営業担当）,・ボーナス商戦がようやく落ち着き、前年比で販売数に変化はなかった。同じ程度で推移していることから今後も変わらない見込みである。,,
,,□,競輪場（職員）,・年度当初から売上低迷が続いており、上昇に転じる要素が見当たらない。,,
,,□,美容室（経営者）,・ここ半年は、売上、来客数ともに前年をクリアするようにはなったが、大きく改善するだけの展望は持てない。,,
,,□,住宅販売会社（従業員）,・景気の改善が大企業から中小企業へ行き渡っていない現状では急激な改善は望めない。また、資材価格と人件費の上昇が考えられるため収益は楽観できない。,,
,,□,住宅販売会社（従業員）,・低金利によって客の動きが増えると期待していたが、思ったほど良くならなかった。割安な分譲住宅を検討するユーザーが少し動いた程度であり今後の販売量はあまり期待できない。,,
,,▲,一般小売店［事務用品］（店員）,・客先に営業を仕掛けても、最低限の必要商品の購入でとどまっている。,,
,,▲,百貨店（売場主任）,・例年以上に初秋物のアパレル関連の定価品の動きが弱く、2016年秋冬シーズンの苦戦が考えられる。,,
,,▲,スーパー（総務担当）,・価格競争のために単価が下がりデフレ傾向が強まって景気は良くならない。,,
,,▲,衣料品専門店（経営者）,・衣料品に関しては底打ち感がない。メーカーでは生産調整をしているところが多く、結果として小売店の売上は減少傾向が止まらない。,,
,,▲,一般レストラン（統括）,・景気が良いというメディア報道は１つもない。逆にデフレの文字が少し目立つようになったためか、平日夜の来客数は若干の減少傾向にある。,,
,,▲,観光型旅館（経営者）,・北陸新幹線開業効果が落ち着き、今年はふるさと旅行券がないことや連休の日並びなどを考慮すると９～10月ともに10％ほど売上が減少する見込みである。,,
,,▲,都市型ホテル（スタッフ）,・円高の影響でインバウント客の減少が懸念される。円高なのに輸入食材の価格は下がらず収益を圧迫しており、値上げが出来る環境にないため収益が回復する要素がない。,,
,,▲,タクシー運転手,・先行きが良くない一番の理由は観光客が減少していることである。週末は人出があっても平日は落ち込んでおり回復しないのではないかと考える。,,
,,▲,テーマパーク（役員）,・前年は北陸新幹線開業に伴って10～12月にかけて大型の様々なキャンペーンが開催されて誘客につながった。今年はその反動もあって、前年同月と比べると予約状況は悪くなっている。特に団体客の動きが顕著である。,,
,,▲,その他レジャー施設（総支配人）,・低単価の全国チェーンの競合施設が今秋にオープンする。会員を奪われることは必至である。,,
,,▲,住宅販売会社（従業員）,・毎月の受注契約金額が計画に対して未達が続いており、今まで積み上げてきた受注累計残高は前年比プラスを維持しているものの、増加率では下降している。今後の展示場来場者数が回復するかが鍵であるが見通しは暗い。,,
,,×,コンビニ（店長）,・客の様子から無駄な買物が減っていると感じる。１日に何度も利用する客の来店頻度が減り、昼の弁当などの単価が減少するなど、以前の景気の悪かったときの売行きと同じように感じる。アイスクリームなど、気温の上昇で売上が伸びる季節商材が売れていないため、この傾向が続くかと不安である。,,
,,×,スナック（経営者）,・国内外を問わず問題が起きるのではないかという気配があり、最悪の状況も懸念される。,,
"企業
動向
関連

(北陸)",,◎,－,－,,
,,○,プラスチック製品製造業（企画担当）,・車載資材を中心に受注は堅調である。,,
,,○,通信業（営業担当）,・通信関連の商品は製造業を中心に需要がある。地域によって差がみられ、観光需要が良い地域であっても通信の設備投資にまで発展しない傾向がみられる。,,
,,○,司法書士,・地価や住宅ローンの金利について、今が底であると考える人が多く、今後は不動産が動くのではないかと考えている。,,
,,○,税理士（所長）,・８月現在は厳しい状況にあるが、取引先の経営者の今後の見通しによると製造業では延期になった受注案件が入ってくる予定とのことである。公共工事関係もこれから発注がどんどん増えてくると聞いている。絶対量が増えるとは言えないが少なくとも今の状況よりは良くなるのではないかと考える。,,
,,□,繊維工業（経営者）,・下期に向けて受注量が戻ることに期待したいが、円高で輸出が影響を受けている上に国内市場も動きが鈍いことを懸念している。,,
,,□,繊維工業（経営者）,・やはり衣料関係は為替の状況に左右される。来春向けのものについては期待をしている。,,
,,□,化学工業（総務担当）,・売上が順調でこのまま推移していく見込みである。,,
,,□,金属製品製造業（経営者）,・２～３か月先の注文の入り具合を見て、変わらないと判断した。,,
,,□,一般機械器具製造業（経理担当）,・国内市場は依然として低調に推移しているものの、熊本地震の影響により休業していた大手メーカーがほぼ復旧してきており今後の受注回復に期待している。,,
,,□,精密機械器具製造業（役員）,・ここ数か月に比べればプラス材料の期待はあるものの、為替の動きも含めて不安要素が多すぎる状態であり、決して楽観視はできない。,,
,,□,建設業（経営者）,・上期９月までの公共事業の発注に期待したいところだが状況が見通せない。,,
,,□,輸送業（配車担当）,・今後しばらくは現在の状況で推移していくと考えている。,,
,,□,金融業（融資担当）,・取引先の小売業の売上不振などから察するに個人消費の伸びは当面は期待できず景気浮揚材料が乏しい。,,
,,□,不動産業（経営者）,・法人、個人の事業者からの情報がかなり減ってきたことから変わらない。,,
,,▲,食料品製造業（役員）,・景況感には大きな変化がなく、今後３か月も同様の傾向であると考える。円高により原材料価格が下がってきているが、収益面ではあまり変化がない見込みである。,,
,,▲,一般機械器具製造業（総務担当）,・米国市場は、９月に世界３大工作機械見本市が開催されるので受注が期待できる。しかし、欧州市場では英国のＥＵ離脱問題の影響によって設備投資に対する不安がある。,,
,,▲,建設業（役員）,・当地域では特に受注価格競争が拡大する傾向で、今後更に競争激化が続く見通しである。,,
,,▲,輸送業（配車担当）,・輸送コストの燃料費がじわじわと高騰していることと、前年と比べて売上が落ちている傾向がみられる。,,
,,▲,金融業（融資担当）,・秋から冬に向けてイベントが少なく観光客増加のカンフル剤は少ない。また、10月の県知事選を迎えて公共投資を出しづらい状況が見込まれる。,,
,,▲,新聞販売店［広告］（従業員）,・参議院選挙、リオデジャネイロオリンピックと大きなイベント中はチラシの出稿が停滞する。終了後には回復してくるだろうと見込んでいたが、一向に回復の気配が見えてこない状況である。回復のきっかけが見られず今後も期待できない。,,
,,×,－,－,,
"雇用
関連

(北陸)",,◎,－,－,,
,,○,人材派遣会社（社員）,・３か月先までのスポットや短期の求人の引き合い案件が多くみられる。,,
,,□,人材派遣会社（役員）,・依然として派遣登録者数が増えない。,,
,,□,求人情報誌製作会社（編集者）,・大きな雇用の話がない。,,
,,□,新聞社［求人広告］（担当者）,・募集職種にあまり変化がなく、求人の状況は全体として大きく変わっているようにはみられない。この後もすぐに大きな変化はないと考える。,,
,,□,職業安定所（職員）,・新規求人数が前年同月を下回る業種がみられるなど全体としては一進一退が続くと考える。,,
,,□,民間職業紹介機関（経営者）,・求職者が増えてこないと就業マッチングが難しい。人材の確保が一番の課題になっている。,,
,,□,学校［大学］（就職担当）,・円高の影響によって今後の国内企業の設備投資がどのように進むか判断が難しいものの、現状では、少子化などで人材不足の背景もあり求人の増加は続くものとみられる。,,
