,,○,百貨店（営業担当）,来客数の動き,・５月に入り来客数が前年の２割増加となり回復傾向にある。特に、ゴールデンウィークや中旬の催事期間中は来客数の伸びが顕著であった。売上も前年より２けた増加で、３年前の売上を上回ってきている。,
,,○,百貨店（業績管理担当）,来客数の動き,・新型コロナウイルス新規感染者数の落ち着きに加え、店の改装に伴って来客数、売上共に改善している。,
,,○,百貨店（計画担当）,お客様の様子,・コロナ禍の影響については、客のマインドに変化がみられ来客数が大幅に増えてきている。特に、今まで動きのなかった衣料品の売上が大幅に増加している。,
,,○,百貨店（販売担当）,お客様の様子,・３年ぶりに規制なしのゴールデンウィークは、前半には来客数が多くウィンドウショッピングや目的買いの客も目立っていた。後半は伸び悩み、それ以降は来客数が減少した。コロナ禍は落ち着いてきたが、以前の水準にはまだ戻らない。,
,,○,スーパー（販売担当）,来客数の動き,・３か月前より土日の来客数が多くなっている。,
,,○,コンビニ（企画担当）,販売量の動き,・４月から継続して状況は良くなっている。売上の前年比はほとんどの店舗が100％を超えており、110％以上の店舗も半数以上を占めている。,
,,○,コンビニ（エリア担当）,販売量の動き,・ゴールデンウィークで来客数が大幅に伸長した上にゴールデンウィーク後も今期は大きな下落がみられず、週末を中心に来客数が多い。なかでも主力の米飯、パン、飲料などに加え、菓子などの副商材の販売量が増加している。,
,,○,コンビニ（エリア担当）,来客数の動き,・ゴールデンウィークの人出は、駅前や行楽地を中心に前年を大きく上回る状況であった。,
,,○,コンビニ（店員）,来客数の動き,・久しぶりに行動制限がないゴールデンウィークを迎え、連休前半は出掛ける前に買物に来る客が増えた。また、暑くなり始めて冷たい物を求めて来店する客も増えた。月末の週末には近所の小学校で運動会が行われたため、たくさんの客が来店した。,
,,○,コンビニ（本部管理担当）,来客数の動き,・世界経済にはネガティブなニュースが多いが、国内だけでみた場合、小売業界は売上回復の軌道を描いている。新型コロナウイルスの影響も軽減し、当社の直近の売上は前年比105％と好調である。人の動きが活性化し、当社だけではなく全国の小売業では、景気が上向きであると考察している。,
,,○,衣料品専門店（店長）,お客様の様子,・海外からの実習生が増加し、仕事量が増えている様子がうかがえる。地域経済のサイクルは回転数が上がっていると感じる。,
,,○,衣料品専門店（売場担当）,お客様の様子,・外商客においては宝石等の高額商品の購入割合が高まっている。,
,,○,住関連専門店（営業担当）,販売量の動き,・中小規模の改修工事や商業施設において、見積りを出したがこの２年間は様子見で成約には至らなかった物件などが動き始めた。,
,,○,その他専門店［貴金属］（経営者）,来客数の動き,・商店街の通行人数が増加してきた。一般貴金属品の動きは鈍いが、メジャーブランド品は高額でも売れている。資産性のある高額品には需要があり、資金の運用方法が変わってきたように思われる。,
,,○,高級レストラン（経営企画）,来客数の動き,・ゴールデンウィークや週末は、新型コロナウイルス発生前の水準に近い来客数で推移している。一方、平日はまだランチタイムの利用に寄っているため、ディナーの来客数が回復していない。,
,,○,一般レストラン（経営者）,お客様の様子,・客足は駅前の方にたくさん流れているようである。当店は郊外店のため、余り来客がない。,
,,○,一般レストラン（経営者）,販売量の動き,・客単価が以前の1.5倍くらいになっており、やや良くなっている。,
,,○,その他飲食［ワイン輸入］（経営企画担当）,来客数の動き,・飲食店の営業が全国的に回復基調にあり、前年比170％程度の売上となった。納品先の飲食店でも、来店客が多くなっている。,
,,○,観光型ホテル（支配人）,来客数の動き,・緊急事態宣言等の発出もなく３年ぶりに迎えたゴールデンウィークであった。３か月前と比べて宿泊者数と客室売上が倍増しており、やや良くはなってきている。ただし、前年比や前々年比は良くても、予算には３割ほど未達となっている。また、一般宴会においてはいまだ半数もなく、全社的に見れば厳しい状況に変わりはない。,
,,○,都市型ホテル（経営者）,販売量の動き,・少しずつ予約が入るようになった。,
,,○,都市型ホテル（営業担当）,販売量の動き,・新型コロナウイルス感染も一段落して、客のマインドが変わってきているのを実感する。レストラン、宴会場共に、大人数ではないが予約件数は戻ってきている。新型コロナウイルス発生前と比べ、レストランは８割、宴会場は６割の回復である。,
,,○,都市型ホテル（総支配人）,来客数の動き,・宿泊は、ゴールデンウィークが３年ぶりに好調で、出張も中小企業を中心に戻ってきている。レストランは、ランチを中心に良くなってきているが、ディナーは週末を除いて悪く、宴会も依然低迷している。,
,,○,旅行代理店（経営者）,来客数の動き,・アフターコロナに向かっている。,
,,○,旅行代理店（経営者）,お客様の様子,・新型コロナウイルスも一応収束に向かいつつあるようで、客の様子も大分良くなってきている。,
,,○,旅行代理店（経営者）,販売量の動き,・県民割の旅行が４月より再開され、６月も延長が決まった。そのため、４月ほどの勢いはないが販売量も予想が立ち、３か月前と比べると良くなっている。,
,,○,旅行代理店（経営者）,販売量の動き,・まん延防止等重点措置の解除から、少しずつ旅行や会議の開催なども予定されてきているが、まだまだ新型コロナウイルス発生前の水準には程遠い。それでもここ２年は全く仕事にならなかったので、数件の予約でもやりがいを感じている。一方、ブロック割が始まり、当県の県民割と同条件の場合には、隣接県からの客も現金割引をしてくれる。当県では取扱がなく非常に厳しい状況で、せめて隣接県の取扱も認めてほしい。Ｇｏ　Ｔｏ　Ｔｒａｖｅｌの再開がないまま県民割をダラダラと続けると、直近の予約しか入ってこないので非常に困る。また、夏休みの期間は割引はやめてほしい。,
,,○,旅行代理店（営業担当）,お客様の様子,・法人客の団体旅行はまだ戻ってきていないが、小グループ旅行や個人旅行は、計画する客が増えてきている。県民割などを利用して旅行を申し込む客がある一方、団体旅行を喚起する政策は乏しく、期待できる施策をいち早く進めてほしい。,
,,○,旅行代理店（営業担当）,お客様の様子,・ゴールデンウィーク明け頃から、団体旅行に関しては10人前後の小グループでの宿泊の問合せが増えている。バス複数台利用の団体客は、まだ様子を見ている状態である。,
,,○,タクシー運転手,お客様の様子,・２月頃は、まん延防止等重点措置で夜は本当にがらがらの状況だったため、今と比べると相当の差がある。今は夜の客が随分あり、先日は２年ぶりに学会が開催されるなどイベントも多くなってきている。特に夜の客が少しずつ戻ってきたため、売上も随分助かっている。,
,,○,テーマパーク（職員）,来客数の動き,・２年間なかった春の学校団体が入っている。,
,,○,テーマパーク（職員）,お客様の様子,・ウィズコロナが定着しつつありゴールデンウィーク後も新型コロナウイルスの新規感染者数は余り増えず、県民割などもあって少し安心感が生まれたのか、客足も伸びている。,
,,○,観光名所（案内係）,お客様の様子,・どこの店にも客は増えている。ただし、短時間滞在で少額消費の客が多いようである。,
,,○,ゴルフ場（支配人）,来客数の動き,・今月の入場者数は、現時点において予算・前年比共にクリアして好調である。大雨でクローズの日もあったが、全体的には好天が続き、順調に推移している。３か月前と比べると、２月は不調であったため、景気は良くなっている。,
,,○,その他レジャー［スポーツレジャー紙］（広告担当）,来客数の動き,・新型コロナウイルスの感染状況が落ち着き、来客数は前年より増加しているものの、資材関係の高騰や円安が暗い影を落とし始めている雰囲気がある。,
,,○,美容室（経営者）,来客数の動き,・新型コロナウイルスの感染状況が落ち着いているという感覚があるようで、１～２年前と比較すると客の出足も良くなっている。,
,,○,美顔美容室（経営者）,来客数の動き,・コロナ禍はまだまだ安心できる感じではないが、全体的に人の動きが出てきているので、お手入れに戻ってきてくれる客もぼちぼち増えている。,
,,□,商店街（代表者）,お客様の様子,・新型コロナウイルス感染症は収束に向かいつつあるが、ウクライナ戦争による物価高でプラスマイナスゼロである。,
,,□,一般小売店［結納品］（経営者）,販売量の動き,・ゴールデンウィークから少し人が動き出しているが、まだ当店の景気には影響はない。,
,,□,一般小売店［贈答品］（経営者）,お客様の様子,・３か月前と比べると、全体としては余り変わっていないが中身は変わってきている。景気の良い企業、産業では消費が増えているが、大多数を占める中小企業では、物価高などによって消費が少し冷え込んでいる。２極化するなかで景気の良い大企業に助けられ、プラスマイナスをすると変わらない。,
,,□,一般小売店［生花］（経営者）,販売量の動き,・日々の売上は横ばいである。今年の母の日は、販売量、来客数共に前年比20％減少という結果に終わった。今年は、まん延防止等重点措置もなく比較的自由に外出できたので、花を贈るよりも家族での食事を選んだ可能性もある。,
,,□,一般小売店［書店］（営業担当）,お客様の様子,・前月と変わりがない。,
,,□,百貨店（売場主任）,単価の動き,・来客数はそこそこあるが、特にゴールデンウィークは買物というよりも散歩という感じの来店客が多く、販売には余りつながっていない。ハイブランドの高級靴の売行きが悪く、カジュアルゾーンのウォーキングシューズやスニーカーの売上が少し伸びたくらいである。,
,,□,スーパー（店員）,単価の動き,・いろいろな物価が上がり、りんごなどの果物も高値が続き売上にかなり響いた。,
,,□,スーパー（販売担当）,単価の動き,・売上、利益は予算に対して大幅な未達である。商品の値上げで客単価は上がったが、それ以上に来客数、買上点数が下がった。店に魅力が欠けているのであろうか。,
,,□,コンビニ（店長）,来客数の動き,・売上は新型コロナウイルス発生前の８～９割程度まで戻っているが、依然として来客数、売上共になかなか回復しない。,
,,□,コンビニ（店長）,販売量の動き,・今月は異様な印象を受けた。来客数は前年比で明らかに増加しているが、客単価の伸びが余りにも鈍く、常連客もかなり出費を抑えている様子であった。ゴールデンウィークで出費がかさみ一時的な手持ち不足だっただけかもしれないが、そのような客が非常に目立った。,
,,□,衣料品専門店（経営者）,来客数の動き,・新型コロナウイルス感染症は終息していないが、旅行に行くとか孫の結婚式に出席すると言って来店する客の様子から、自重しながら外出する人が多くなってきたようである。,
,,□,衣料品専門店（販売企画担当）,販売量の動き,・売上は、徐々に増えてきてはいるが微増程度で、回復しているとは言い難い。,
,,□,乗用車販売店（従業員）,販売量の動き,・新車の車両販売は前年並みで推移している。ただし、顧客の購入に加えて、大手中古車会社、レンタカーや海外転売用と思われる車種の販売も増えてきており、売りたい顧客になかなか届かない状況である。,
,,□,乗用車販売店（従業員）,販売量の動き,・新型コロナウイルス感染症対策による様々な行動規制が緩和され、飲食店やイベントなど潤っている事業者も確かにあるが、メーカー系の事業者は物が造れない状況になっているため、やはり景気は悪い状態がまだ続いている。,
,,□,乗用車販売店（従業員）,販売量の動き,・中国からの部品供給が滞り、半導体不足も重なって、新車を受注しても生産されない事態が度々起こっている。そのため、売上が思うようには上がらない状況が続いている。中古車市場もオークション価格が一服し始めていて、こちらも思うようには売上が上がらない。販売量としては前年並みで、良くも悪くもないといった感じである。,
,,□,一般レストラン（従業員）,単価の動き,・客は戻りつつあるが、仕入価格が上がりすぎて利益が薄い。,
,,□,バー（経営者）,来客数の動き,・まだまだ企業に勤める人の来店は少なく、特に領収証が切れない人は顕著である。コロナ慣れして、２軒目に行く客が少ない。,
,,□,その他飲食［仕出し］（経営者）,お客様の様子,・新型コロナウイルスの感染状況が大分落ち着き、通常までにはならないが徐々に取り戻しつつある。反面、ウクライナ問題、物価上昇などの不安定要因が足を引っ張っている。,
,,□,都市型ホテル（従業員）,来客数の動き,・県民割等を利用する客が思ったよりも少ない。,
,,□,旅行代理店（経営者）,お客様の様子,・人出は多くなったが、以前よりもモノの購入については慎重になっている。モノの所有からコト消費に移りつつある。世界有数の著名ブランド時計店には毎日開店前から30人ほどが並ぶが、他の有名ブランド店には閑古鳥が鳴いている。著名ブランド点に並ぶ人は明らかに投機目的といわれており、純粋な購入動機からは外れている行列である。値上がりが見込めないモノを並んでまで購入する人が現れることが、景気回復には重要である。 ,
,,□,タクシー運転手,来客数の動き,・石油価格の高騰や円安に対する政策がないので、悪くなるしかない。,
,,□,通信会社（営業担当）,販売量の動き,・新設工事の施工期間が長期化している。,
,,□,住宅販売会社（従業員）,販売量の動き,・余り変化はない。,
,,□,その他住宅［不動産賃貸及び売買］（営業）,単価の動き,・新型コロナウイルスも落ち着いてきたので、期待はしているが、賃貸業界としては閑散期に入っており、変化は余り期待できない。,
,,▲,商店街（代表者）,お客様の様子,・飲食関係の店は、どん底からはある程度良くなったが以前のようには戻っていない。ホテル関係も同様で、ある程度は回復しているがまだまだ完全には程遠い。,
,,▲,一般小売店［高級精肉］（常勤監査役）,販売量の動き,・全般的な物価高が、じわじわとカウンターパンチのように効いてきている。,
,,▲,スーパー（経営者）,お客様の様子,・販売先の中小小売店やスーパーからは、買上点数が減って売上が若干減少しているとの話があった。,
,,▲,スーパー（店長）,来客数の動き,・来客数が前年比90～93％で推移している。,
,,▲,スーパー（店長）,販売量の動き,・相次ぐ値上げラッシュの影響により、明らかに消費が落ちている。,
,,▲,スーパー（店員）,販売量の動き,・引き続き値上げが続き、販売量の減少傾向が続いている。,
,,▲,スーパー（販売担当）,販売量の動き,・小売の現場では食品の値上げが増えてきており、需要の減少につながっている。家庭用品も４月の家庭紙を手始めに、原料、物流コストの上昇を理由に値上げが続いている。,
,,▲,スーパー（営業企画）,お客様の様子,・新型コロナウイルスの感染状況は小康状態であるが、経済回復への気運は高まっており、外食のウエイトが上がってきているため、相対的に内食需要が下がっている様子である。来客数、客単価共に低下傾向にある。,
,,▲,家電量販店（店員）,販売量の動き,・必要最小限の買換え需要が売上の大半を占めており、盛り上がりに欠けている。,
,,▲,家電量販店（フランチャイズ経営者）,単価の動き,・今月は客単価が低い。コロナ禍の前年と比べても１割ほど落ちている。生活必需品の値上がりとゴールデンウィークの外出消費で、家電にまで金が回ってこない印象を受ける。,
,,▲,乗用車販売店（従業員）,それ以外,・全体的な動きにアクティブさが足りない。問合せや購買意欲など今月は余り良くなかった。,
,,▲,乗用車販売店（従業員）,販売量の動き,・客との会話において、身の回りでの物価上昇を強く感じるといった話が頻繁になってきた。収入の増加は実感していないので、生活費の増加が身に染みる状況にある。このような状況では、必要に迫られた商談でないと、なかなか話が進まない。,
,,▲,乗用車販売店（営業担当）,販売量の動き,・ロシア・ウクライナ情勢により商品の生産状況が悪化しており、入荷の遅れから、来客があっても商談がまとまらないことが多くなっている。,
,,▲,一般レストラン（経営者）,来客数の動き,・５月に入りどのマスコミ等でも値上げの話題を取り上げている影響か、ゴールデンウィーク明けから例年と比べて売上が下がっている。明らかに来客数も減っており、何か対策をしていく必要がある。,
,,▲,通信会社（企画担当）,販売量の動き,・４月は新規契約者数が増加し、解約者数は減少と明るい兆しがみえたものの、５月になって逆の傾向にあり、失速した感じがする。,
,,▲,通信会社（サービス担当）,販売量の動き,・他社の工事不要な据置き型ネット回線への乗換え客の増加に伴い、アナログ回線の申込みが増えている。スマートフォンの導入で従来であれば減っていく固定電話の申込みが増え、光回線の新規申込みは減っている。,
,,▲,パチンコ店（経営者）,販売量の動き,・来客数の動きから、やや悪くなっている。,
,,▲,理美容室（経営者）,来客数の動き,・客が余り来てくれない。,
,,▲,美容室（経営者）,それ以外,・客の話からも全てにおいて値上がりしているため、大変難しくなってきている。当業界でも、光熱費などが値上がりし始めているため、厳しい状況になってきた。,
,,▲,美容室（経営者）,お客様の様子,・やはりまだまだ新型コロナウイルスの影響がある。,
,,▲,設計事務所（職員）,お客様の様子,・客からは景気が良くなる話は聞かない。,
,,▲,住宅販売会社（従業員）,それ以外,・中国でのロックダウンの影響で手に入らない設備も出てきている。販売の際には条件提示が必要で、売手も慎重である。いろいろな物が高くなり、積極的な購入は足踏みしている。,
,,▲,その他住宅［住宅管理］（経営者）,お客様の様子,・最近、リフォームやちょっとした改装の見積りが増えてきたが、考えていた予算よりも高いのか、発注には二の足を踏まれる。建築材料が全てといっていいほど値上がりしており、調達率も下がっている。まだまだ見通しが立たない状況である。,
,,×,商店街（代表者）,販売量の動き,・注文、問合せや見積依頼件数のいずれも過去最低の水準となっている。非常に厳しい状況が続いている。,
,,×,商店街（代表者）,来客数の動き,・まん延防止等重点措置が解除されて以降、外へ出掛ける人が増えているのか、極端に来客数が少ない。そのため販売量にもつながらない。,
,,×,スーパー（店長）,お客様の様子,・今年のゴールデンウィークは、規制が解除され外出や外食する人が増えたことで、来客数が大幅に減少した。また、原料値上げによる商品価格の上昇で、買上点数も減少している。,
,,×,乗用車販売店（経営者）,販売量の動き,・今までにない厳しい月となった。４月以降販売数が激減し、来客数も少ない。５月後半になって来店が増えてきた。,
,,×,設計事務所（経営者）,来客数の動き,・前年から細々と続いていたプロジェクトがほぼ終了した。新しい案件が現在はない。,
,,×,住宅販売会社（経営者）,単価の動き,・分譲住宅用の土地が少ないため、価格が上がっても購入されている状況である。,
,,×,住宅販売会社（従業員）,それ以外,・資材の高騰は、メディアでは耳にしていても、身近なところで高くなることを理解できない業者が多い。,
,,×,その他住宅［室内装飾業］（従業員）,来客数の動き,・ゴールデンウィーク後、急に工事物件がなくなった。,
"企業
動向
関連

(東海)",,◎,－,－,－,
,,○,食料品製造業（経営企画担当）,受注量や販売量の動き,・行動規制が緩やかになり、人出も戻りつつある。外食機会も増えて、徐々に消費は上向いていると感じる。,
,,○,建設業（役員）,受注量や販売量の動き,・住宅販売では、特に在庫でお買い得感のある物件に成約が出てきた。客が今後の価格上昇の機運を感じて、動きが良いのかもしれない。,
,,○,輸送業（従業員）,受注量や販売量の動き,・荷主からの引き合いは確実に増えてきている。当社の取引先のなかで自動車関連以外の荷主は、もはや新型コロナウイルス発生前の状態に回復しているようだ。一方、自動車関連だけは、折からの半導体不足に加え海外からの部品供給不足で、何度も出荷が止まっている。,
,,○,通信業（総務担当）,それ以外,・マスク着用や行動制限の緩和によって人が動き始めたため、サービスや物の購入による消費が多く発生し始めた。,
,,○,金融業（従業員）,それ以外,・街や観光地の様子から、人出は随分回復しているように思う。特に、外出先として屋外が中心となるところへの人の集まりを感じる。,
,,○,金融業（従業員）,取引先の様子,・新型コロナウイルスの感染が拡大していた時期と比べると皆活気があり、飲食店なども営業時間の制限がなくなって、街は活性化しつつある。,
,,○,広告代理店（制作担当）,取引先の様子,・人の流れが増えてきて飲食店等も混み始めてはいるが、業種によって偏りがあるため、まだ景気が良くなったとはいえない。,
,,○,会計事務所（職員）,それ以外,・まん延防止等重点措置が解除されてから、自分もそうだが、旅行や娯楽に出掛ける人が増えていると感じている。外食しようとする気分にもなっている。,
,,□,食料品製造業（営業担当）,受注量や販売量の動き,・受注量が前年比で減少している。もうこれ以上は下げ止まりと思われる。景気は、悪い状況のまま維持されている。,
,,□,化学工業（総務秘書）,それ以外,・新規感染者数は多いものの、重篤な症状が出ないことを身近に経験しており、新型コロナウイルスへのおそれは薄れている。感染症対策を継続した上で以前の生活に戻ってもよいと意識を切り替えた人が大半で、外出や買物を久しぶりに楽しんでいる。,
,,□,一般機械器具製造業（営業担当）,受注量や販売量の動き,・北米の自動車向け設備は、引き合い件数が横ばいである。競合他社も納期が長くなっているので、納期勝負となっている。,
,,□,電気機械器具製造業（営業担当）,受注量や販売量の動き,・試作機の台数減少など戦争の影響も出ているが、余り大きくはない。,
,,□,電気機械器具製造業（総務担当）,取引先の様子,・原材料価格の高騰により機器の生産価格が上がっているが、販売価格への転換は市場で徐々に受け入れられつつある。部品の需給状況は安定しておらず生産面での不安がつきまとう。,
,,□,輸送用機械器具製造業（品質管理担当）,受注価格や販売価格の動き,・いろいろな原材料の価格が非常に上がっている。,
,,□,輸送業（経営者）,受注量や販売量の動き,・自動車関連を中心に、中国からの輸入停滞で生産ができず物量が下がっている。下げ幅は荷主により異なるが、稼働が半分程度のところも出てきている。,
,,□,輸送業（エリア担当）,受注量や販売量の動き,・新型コロナウイルスの影響は改善するものの、半導体不足の影響で動きが鈍い。,
,,□,輸送業（エリア担当）,受注量や販売量の動き,・貨物量は新型コロナウイルス発生前をまだ下回っている。ただし、前年は上回っている。新型コロナウイルスの影響やウクライナ戦争の先行きの不透明さによる景況感が、荷物の量に反映されているようである。,
,,□,通信業（法人営業担当）,それ以外,・生活圏内では飲食店の閉店が多い。特に、人と会食をするような飲食店ではなく、１人メシをするような定食屋はことごとく閉店している。,
,,□,金融業（企画担当）,取引先の様子,・材料やサービスの仕入れに関しては、いろいろなところから値上げ要請があり、受け入れざるを得ない状況である。,
,,□,不動産業（経営者）,受注価格や販売価格の動き,・前月と変わらない。,
,,□,不動産業（経営者）,それ以外,・例年同様に晴れの日が多く、新型コロナウイルス新規感染者数も減少傾向にあり、外出や遠出をする人が徐々に増加傾向にある。売上が前年を上回る状況も継続している。,
,,□,その他非製造業［ソフト開発］（経営者）,取引先の様子,・全体的に生産が減少しているため、動きには活気がない。設備投資も抑える傾向にあり動きは低調である。ただし、当社は新製品のお陰で活発な引き合いがある。,
,,▲,パルプ・紙・紙加工品製造業（顧問）,受注量や販売量の動き,・原材料高、原油高、物価高、円安、ロシア・ウクライナ情勢、新型コロナウイルス等が影響している。さらに、半導体不足による影響が企業収益を大きく圧迫し、景気はやや悪くなっている。,
,,▲,化学工業（営業担当）,受注価格や販売価格の動き,・原油価格が高騰しており、容器のプラスチック原料も値上がりしている。全てを客には転嫁できていないため、収益をひっ迫している。,
,,▲,窯業・土石製品製造業（社員）,取引先の様子,・前月までは注文分がさばき切れないと言っていた同業他社が、自動車関係の半導体不足による生産調整のあおりを受けて、受注に急ブレーキが掛かったと言っている。,
,,▲,金属製品製造業（従業員）,取引先の様子,・協力工場の仕事量が減ってきているので何とかしてほしいという声をよく聞く。仕入先も、素材価格が高騰する一方で材料の荷動きが良くないとこぼしている。,
,,▲,電気機械器具製造業（経営者）,それ以外,・エネルギー価格や円安等による材料価格の高騰を通じて製品の部品単価が上がり、それを販売価格にそのまま転嫁できないため、非常に困難な状態である。客先業界全体が低調ななかでは競争が激しく、原価上昇は全体の利益を押し下げるため、非常に大きな問題になっている。,
,,▲,電気機械器具製造業（経営者）,受注量や販売量の動き,・鋼材価格が３割強値上げされたことにより、受注量、販売量共に鈍化が進んでいる。,
,,▲,輸送用機械器具製造業（経営者）,取引先の様子,・世間でいわれるＩＣチップだけでなく、鉄素材も既に入手困難な状態である。,
,,▲,輸送用機械器具製造業（総務経理担当）,受注量や販売量の動き,・上海の都市封鎖で完成車メーカーの10工場が５月下旬に停止するという新聞記事が掲載されていた。完成車メーカーの仕事量が落ちるため、目先の景気は多少悪くなる。,
,,▲,輸送業（エリア担当）,受注量や販売量の動き,・新型コロナウイルスの感染状況が落ち着いているからか、ゴールデンウィーク明けから荷物の動きが減ってきている。ＥＣ市場が減少している。,
,,▲,通信業（法人営業担当）,それ以外,・円安、ロシアのウクライナ侵攻による景気後退や諸物価の上昇で、消費者のマインドが冷えている。,
,,▲,不動産業（開発担当）,受注価格や販売価格の動き,・鋼材関係を中心とした物価上昇により建築費が高騰しているが、不動産価格は上昇しておらず、利益率の悪化が見込まれる。,
,,▲,新聞販売店［広告］（店主）,受注量や販売量の動き,・折込広告の受注件数が少ない。,
,,▲,その他サービス業［ソフト開発］（社員）,受注量や販売量の動き,・前年同期より10％程度売上が落ち込んでいる。,
,,×,鉄鋼業（経営者）,受注量や販売量の動き,・メーカーによる一方的な値上げと部品不足、国際情勢などによる物流の停滞なども影響し、新しい商談の見積りや発注が少なくなっている。５月に入って前年より２～３割引き合いが少ない。,
,,×,金属製品製造業（経営者）,受注価格や販売価格の動き,・材料価格、電気・燃料価格の高騰に対応する販売価格への転嫁ができていない。,
,,×,公認会計士,それ以外,・中堅中小企業の業績は悪化傾向にあり、従業員の給与・ボーナスは上がっていない。その一方で、インフレや材料価格の高騰により消費財の価格は上昇傾向にある。,
"雇用
関連

(東海)",,◎,－,－,－,
,,○,人材派遣会社（社員）,求人数の動き,・少数ではあるが求人の問合せがきている。,
,,○,人材派遣会社（営業担当）,求人数の動き,・派遣求人数は増加が続いており、３か月前比、前年同月比共に増加している。,
,,○,職業安定所（所長）,求人数の動き,・全体として、新規求人数の増加が続いている。,
,,○,職業安定所（職員）,求人数の動き,・求人数が若干増加して求職者数が若干減少した結果、求人倍率が改善している。,
,,○,職業安定所（職員）,求職者数の動き,・新規求職者数が３か月連続減少し、有効求職者のうち増加が続いていたパートタイム求職者も２か月連続減少した。,
,,□,人材派遣会社（経営企画）,周辺企業の様子,・客先の製造業の開発活動が堅調な状況に大きな変化はなく、期初の人材受入れも順調である。,
,,□,人材派遣業（営業担当）,周辺企業の様子,・新型コロナウイルスによる外国人入国規制は解除されたものの、ウクライナ情勢による原油高、物価高などによりやむを得ない値上げが発生し、中小企業を中心に黒字化が難しい状況である。,
,,□,人材派遣会社（企画統括）,求職者数の動き,・求人数の増加に対して求職者の動きが鈍く、成約につながっていない。,
,,□,アウトソーシング企業（エリア担当）,周辺企業の様子,・自動車生産においては、上海のロックダウンの影響で部品供給の遅延や半導体不足が継続して課題である。生産工場の稼働停止が６月以降も予定されており、先行きが不透明な状況がここ数か月は続いている。,
,,□,新聞社［求人広告］（営業担当）,それ以外,・人の動きが戻ってきたこともあり、業種によっては回復傾向にあるが、全体的には景気回復には至っていない。,
,,□,職業安定所（職員）,求人数の動き,・有効求人倍率がそれほど良くなっていない。,
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年同月を上回っているが、３か月前と比べると、有効求人数は若干上回っているものの新規求人数は下回っている状況である。そのため、景気が上向いているとは、今一つ言い難い。,
,,□,職業安定所（職員）,求人数の動き,・前年同期と比べて求人数は２割ほど増加し、特に製造業の増加が目立っている。コロナ禍の影響により半導体不足が続いていたが、最近になって解消されつつあるため、生産量が持ち直していると思われる。求人数は増加しているものの、景気が良くなったとまでは感じられない。,
,,□,民間職業紹介機関（営業担当）,求人数の動き,・今年度に入っても企業の採用意欲は衰えず、新規求人募集は継続していくと見込まれる。,
,,▲,人材派遣会社（営業担当）,周辺企業の様子,・２～３か月前は年度替わりのタイミングに向けた派遣募集が多かったが、今は募集数が減っている。ただし、契約終了も少ないためエンジニア稼働状況としては横ばいである。,
,,▲,新聞社［求人広告］（営業担当）,周辺企業の様子,・ウクライナ危機の長期化により元々予定されていた春からの原材料や燃料の値上げに拍車が掛かり、利益を圧迫しているという声を最近よく聞く。都道府県単位の観光振興策は延長実施されているが、効果は限定的で、地元産業全体として景気は良くなっていない。,
,,×,－,－,－,
,,,,,,
　７．北陸（地域別調査機関：一般財団法人北陸経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(北陸)",,◎,コンビニ（店長）,来客数の動き,・週末は活発に人が動き、新型コロナウイルスの影響を感じなくなっている。平日もビジネス客が来店しており、昼も夕方もにぎわいを取り戻している。コロナ禍となってから、今が一番客の動きがあり、景気が良い状況だとみているが、新型コロナウイルス発生前の実績まで戻るには、あと少しといった状況である。,
,,◎,一般レストラン（統括）,お客様の様子,・５月は、ゴールデンウィークを中心に県内外で外出が増え、それに伴い外食等も増え、繁華街の人出が多くなっている。そのためゴールデンウィーク後に若干新型コロナウイルスの感染が拡大した。しかし、以前とは異なり人の動きは止まらず、継続的に週末を中心に外出の機会が増え、外出する人も増えている。,
,,◎,都市型ホテル（役員）,来客数の動き,・ビジネス客、レジャー客共に個人からのＷｅｂ予約が増加している。その結果３か月連続で稼働率が10％上昇し、新型コロナウイルス発生前の同月８割まで回復している。,
,,◎,タクシー運転手,来客数の動き,・３か月前はまん延防止等重点措置の期間中であったため最悪だったが、５月は夜の街の人出も７割方戻り、ゴールデンウィーク期間中は観光客も多く売上は良かった。しかし、新型コロナウイルスの新規感染者数が減少しないため、元の状態に戻るにはまだ時間が掛かりそうである。,
,,○,商店街（代表者）,来客数の動き,・新型コロナウイルス感染症の影響が落ち着いてきている。各種イベントの全面中止はなく、少しずつにぎわいが戻っている。ただし、財布のひもは少し固くなっているようにみえる。,
,,○,商店街（代表者）,来客数の動き,・美術館で５月末まで人気漫画家の原画展が開催されており、ゴールデンウィーク明けも若者を中心に多くの人が周辺を散策している。また、年齢の高い人達も日を追うごとに出歩くようになっている。売上は新型コロナウイルス発生前と比較すると全く駄目だが、予想していたよりも良かったので一安心といったところである。,
,,○,百貨店（売場主任）,来客数の動き,・久々に行動制限のないゴールデンウィークだったため、５月中旬以降の新型コロナウイルスの新規感染者数急増による消費の冷え込みを心配していたが、リベンジ消費により売上は前年同月比で32％の増加、2019年と比べて５％の増加となり、好調に推移している。これで３か月連続で2019年を超えた実績となっている。,
