,,□,商店街（代表者）,来客数の動き,・平日は横ばいであるが週末はとにかく人出がすごい。新型コロナウイルス感染症発生前の状態になってきている。ただし、購買単価は相変わらず低い。,
,,□,商店街（代表者）,お客様の様子,・取引先に話を聞くと、全員が、例年なら忙しい時期であるが動きは非常に良くないとのことであった。,
,,□,商店街（代表者）,販売量の動き,・来客数が若干増えているが、はっきりと増えているわけではない。,
,,□,一般小売店［酒類］（経営者）,販売量の動き,・飲食店への来客数は僅かであるが増加傾向にある。しかし、飲食店向けの販売量は増えない。客の飲食店での滞在時間は比較的短い。,
,,□,一般小売店［生花］（経営者）,販売量の動き,・どちらかというと小口買いの客が増えている。特に若い人は、ガーベラやバラを１本だけ飾って楽しむような生活が定着しているようである。販売量は確実に減っている。,
,,□,百貨店（売場主任）,お客様の様子,・土日はある程度売上がある。平日は午後１時くらいまでは年配の来客数が多く売上も少しあるが、それ以降は来客数が少なく、夕方に会社帰りの客が少し立ち寄るくらいで、売上は余り伸びない。,
,,□,百貨店（営業担当）,来客数の動き,・百貨店のイベントによっては客が入っているが、その他は変わらない。,
,,□,百貨店（計画担当）,お客様の様子,・コロナ禍の影響も軽減してきているが、商品の値上がりが大きく、客の買上が増えているとは言い切れない状況となっている。,
,,□,スーパー（店員）,販売量の動き,・10月の各種値上げの影響を心配したが、思ったより反動減は少なかった。野菜や果物が全般的に平均価格に落ち着いているのが要因である。,
,,□,スーパー（販売担当）,販売量の動き,・商品の値上げが続いているが、まだまだ内食傾向のためか、上質な商品は動いている。,
,,□,衣料品専門店（店長）,お客様の様子,・全体的にというより、個別の業界や会社で景気の良しあしを感じる。対応力を持った会社や個人客の景気は向上しているが、そうでない場合は厳しい状況になっている。,
,,□,衣料品専門店（売場担当）,お客様の様子,・景気が良いときは高額商品を購入する客も多く売上が好調だったが、現在は物価上昇の影響もあるのか買い控えが目立ち、高額商品の売上が厳しい。,
,,□,衣料品専門店（売場担当）,単価の動き,・最も売れている商品は礼服である。家族葬が増えたこともあり、礼服を購入する客は増えているが礼服自体の単価は下がっている。,
,,□,乗用車販売店（従業員）,お客様の様子,・長引く半導体不足のため予定していた納車日が更に延期になり、しびれを切らした客が注文をキャンセルするケースが増えてきている。場合によっては２年以上待ちの車も出てきたため、車検を受けて様子をみたいという声も多い。一部の車種では納期が早くなっている物もあるが、人気車種は依然納期が不透明で、客対応に非常に苦労している。全体的には、悪くはないが良くもないという状況である。,
,,□,乗用車販売店（営業担当）,販売量の動き,・１年くらいずっと横ばいが続いている。商品の入荷状況も同じで、良くならない代わりに悪くもならない。国内外を問わず全ての自動車メーカーで生産においては同じような状況なので、客の購買意欲も上がりにくく、買換えが必要な人だけが今ある物を買っている状況である。,
,,□,その他小売［ショッピングセンター］（経理担当）,来客数の動き,・長引く新型コロナウイルス感染症によるリモートや宅配等の影響で、来客数の顕著な回復等には至っていない。,
,,□,一般レストラン（従業員）,お客様の様子,・コロナ禍で客の生活スタイルが変わった。１軒目は行くが２軒目は行かないという行動パターンである。当店でも夜９時半以降の来客はほとんどない。,
,,□,一般レストラン（従業員）,販売量の動き,・客の入り具合は良くなっているが、仕入価格の上昇が激しく利益につながらない。,
,,□,その他飲食［ワイン輸入］（経営企画担当）,販売量の動き,・全国旅行支援などで、コロナ禍で制限されていた活動が活発になっている。新型コロナウイルス感染症発生前と同様の来客数、販売額となる地域も多くなってきた。,
,,□,旅行代理店（経営者）,それ以外,・新型コロナウイルス感染症対策の規制もなくなり、ようやく人出が回復基調になったが、原材料高の影響か飲食店の単価も上がりつつある。そのためか夜の飲食店では高単価な予約制１回転の店が増えてきた。,
,,□,タクシー運転手,お客様の様子,・８月から10月は、ほとんど客の動きは変わっていない。ただし、今月は会議施設や新しくオープンした展示施設などでいろいろなイベントがあったため、当社も潤った。夜の街はまだまだ盛り上がりが少ない。,
,,□,通信会社（営業担当）,単価の動き,・情報機器の値上げが止まらない。,
,,□,通信会社（サービス担当）,販売量の動き,・新型コロナウイルス感染症の影響か、自宅で開業する客が増え、電話回線や光回線の新規申込みが増加している。,
,,□,テーマパーク職員（総務担当）,来客数の動き,・来客数、販売額共に目標を達成している。,
,,□,ゴルフ場（支配人）,来客数の動き,・10月の入場者数は、現時点においては前年より若干少ないものの、前年10月がかなり良い数字であったため、景気は変わらないと判断する。３か月前と比べても入場者数は順調で、景気は変わらず良い方向で推移している。,
,,□,美容室（経営者）,お客様の様子,・客の話題は、いろいろな物が値上がりしている話と全国旅行支援などを利用して遊びに行く話で、景気が良い部分と悪い部分で結構ばらつきがある。,
,,□,住宅販売会社（従業員）,販売量の動き,・横ばいの状況であり、大きな変化はない。,
,,□,その他住宅［不動産賃貸及び売買］（営業）,単価の動き,・単価が上がって利益が上がらない物件が増えて困っている。,
,,▲,一般小売店［贈答品］（経営者）,お客様の様子,・２年間中止であった企業のイベント、町内会の運動会等がようやく復活した。秋口に向かっていろいろなイベントの復活した分、少し改善している。,
,,▲,一般小売店［生活用品］（販売担当）,販売量の動き,・街に人が出てくるようになったが、販売には結び付いていない。,
,,▲,スーパー（店長）,来客数の動き,・毎月の来客数は前年比90％台前半で推移している。,
,,▲,スーパー（店長）,販売量の動き,・電気代の値上げや物価上昇による節約志向が更に強まっている。また、競合先の出店や百貨店が好調であること、外出や外食も戻りつつあることから、週末の来客数が減少し売上も減少している。,
,,▲,スーパー（店員）,販売量の動き,・買上点数が引き続き下がっているため、売上が苦戦傾向にある。,
,,▲,スーパー（営業企画）,お客様の様子,・来客数、買上点数の減少が続いている。無駄な物を買わない生活防衛の消費傾向である。,
,,▲,スーパー（販売担当）,販売量の動き,・食品に買い控えの傾向がみられ、販促を掛けた売出し品の消化が悪くなっている。季節商材の動きも鈍く、売上の推進になっていない。,
,,▲,コンビニ（企画担当）,販売量の動き,・大きな落ち込みはないが、多少物価上昇の影響が出始めているのではないかという懸念がある。旅行者の利用が見込める店舗では上昇がみられるが、それ以外の店舗では回復が鈍化している。,
,,▲,コンビニ（店長）,販売量の動き,・ビール類の値上げ前にあった駆け込み需要の反動で、アルコール類の売上は大きく落ち込んだ。,
,,▲,コンビニ（店長）,来客数の動き,・結果的には客単価に助けられ日々の販売額は前年並みとなったが、来客数の減少は一層深刻で、１日当たり前年比50人減少している。,
,,▲,コンビニ（店員）,販売量の動き,・今月に入りいろいろなファーストフードが値上がりしたため、複数点を購入する客が減った。,
,,▲,衣料品専門店（経営者）,お客様の様子,・秋らしい天候が続かないところに諸物価の上昇が消費者マインドに大きく響き、ますます節約志向が高まっている。,
,,▲,家電量販店（店員）,来客数の動き,・来客数が極端に減った。購買意欲が余りみられない。,
,,▲,家電量販店（フランチャイズ経営者）,来客数の動き,・10月に入ってから来客数が減ってきている。平日より休日の来客が少ない。食事や観光に人が流れているような気がする。,
,,▲,乗用車販売店（従業員）,販売量の動き,・新車の販売に関して、人気車種は納期が１年から１年半近く掛かっている。それでも今までは注文を取れていた車種もあったが、現在は改良に伴い多くの車種が受注停止になっており、大幅に販売台数が減少している。,
,,▲,乗用車販売店（従業員）,販売量の動き,・新車の納期が決まらず、客もいつ決断すればよいか迷っている様子である。最近は新車発表してからもすぐには生産に掛からず事前商談というケースもあり、生産の遅れに加え客に対して納得する説明ができず、不信感を与えている。客の気持ちの盛り上がりを大切にしたい。,
,,▲,乗用車販売店（販売担当）,販売量の動き,・客の様子も動きが鈍い。,
,,▲,一般レストラン（経営者）,来客数の動き,・前月に引き続き、常連客の来店頻度がやや鈍い。,
,,▲,都市型ホテル（営業担当）,お客様の様子,・新型コロナウイルスの感染が再拡大傾向で、宴会需要が減少している。,
,,▲,旅行代理店（経営者）,販売量の動き,・県民割から全国旅行支援へと変わり、中小旅行業者にとっては、都道府県別の取扱となって申請方法や対応が異なり、非常に手間が掛かって取扱が難しい。客も手控え気味で、販売量が減少している。,
,,▲,タクシー運転手,来客数の動き,・経済政策はあるが、やや悪くなっている。,
,,▲,観光名所（案内係）,お客様の様子,・市街地のどの店もなじみ客が激減している。,
,,▲,パチンコ店（経営者）,販売量の動き,・来客数の動きから、やや悪くなっている。,
,,▲,理美容室（経営者）,来客数の動き,・客が余り来てくれない。,
,,▲,美顔美容室（経営者）,販売量の動き,・８月からキャンペーンセールが始まり８月から９月には購入者がいたが、今月は少なかった。,
,,▲,美容室（経営者）,お客様の様子,・新型コロナウイルス感染症の影響である。,
,,▲,その他サービス［介護サービス］（職員）,販売量の動き,・前年まで福祉用具レンタル売上のトップであったカテゴリーが顕著に伸びていない。市場伸長率と比較してもそれを下回った状態である。,
,,▲,住宅販売会社（従業員）,お客様の様子,・低金利を背景に住宅を新築したい客が、少しでもお買い得に購入しようと複数社に見積依頼をしているため、案件が増えたように感じるだけである。,
,,▲,その他住宅［住宅管理］（経営者）,来客数の動き,・来客数は増えてきたが、まだまだ受注には至っていない。打合せから施工が増えていけば以前より状況は良くなるが、もう少し時間が掛かる。,
,,×,商店街（代表者）,それ以外,・全国旅行支援や一部自治体での電子マネー還元等、恩恵を受ける事業者に偏りがある。消費活動を促してはいるだろうが、売上に格差が生じ、社会全体の景気の底上げには至っていない。,
,,×,商店街（代表者）,お客様の様子,・コロナ禍が全く不透明でウクライナ情勢もよく分からず、マイナスなマインドを持つ人もいる。,
,,×,一般小売店［書店］（営業担当）,単価の動き,・為替の影響で輸入商品の単価が上がっており、客の予算を圧迫している。,
,,×,スーパー（店員）,単価の動き,・これまでも厳しかったが、商品原価が上がり値上げが生じて非常に商品の動きが悪くなっている。,
,,×,衣料品専門店（販売企画担当）,お客様の様子,・仕入単価がかなり上がり、販売価格に転嫁している。新型コロナウイルス感染症対策の規制緩和で少し良い兆しがみえていたが、今度はインフレに備えて財布のひもが固くなってきている。,
,,×,その他専門店［雑貨］（店長）,来客数の動き,・円安、物価上昇、全国旅行支援の開始や出入国規制緩和により、物販消費は減少し集客が落ちている。ターミナル駅周辺と比べると中心市街地への人流が少ない。,
,,×,一般レストラン（経営者）,それ以外,・来客数も少ないが、仕入れが非常に値上がりしており、なかなか厳しい。,
,,×,通信会社（企画担当）,販売量の動き,・解約件数は微増レベルで止まっているものの、新規契約者数は前年同月からほぼ半減にまで落ちている。,
,,×,その他レジャー［スポーツレジャー紙］（広告担当）,それ以外,・自社運営の住宅展示場では、出展者から退去の申請が立て続けに出ている。,
,,×,設計事務所（経営者）,来客数の動き,・良くなる要素が一切ない。新規案件がほぼゼロである。,
,,×,住宅販売会社（経営者）,それ以外,・分譲住宅を建てる土地が少ないため、土地が値上がりしている。人気地区では特に値上がりしている。,
,,×,住宅販売会社（従業員）,来客数の動き,・来客数が伸びない。資料請求はあるが、なかなか進まない。,
"企業
動向
関連

(東海)",,◎,－,－,－,
,,○,輸送用機械器具製造業（品質管理担当）,取引先の様子,・航空関連はそれほど回復していないが、誘導機器関連の方は回復しているようである。航空関連の人材がそちらへ多数回されて、仕事に就いている。,
,,○,金融業（従業員）,取引先の様子,・全国旅行支援など国の政策によりいろいろなところが活発化している反面、制度の問題点があらわになっている。行こうとしても結局使えなかったり、間に合わなかったりといった対応の遅さで不平不満なども多い。,
,,○,金融業（従業員）,取引先の様子,・飲食店の取引先等は、３か月前と比べ活気が戻ってきた様子である。海外と取引のある企業は、円安によりコストが上がっている。,
,,○,不動産業（経営者）,それ以外,・例年同様に晴れの日が多く、中旬までは新型コロナウイルスの新規感染者数が減少傾向にあり、外出や遠出をする人が徐々に増加傾向になっている。今月の売上は、前年を上回る状況となっている。,
,,○,公認会計士,受注価格や販売価格の動き,・物価の上昇が全体的に浸透し始めていることにより、受注価格の値上げや販売価格の値上げは３か月前よりはしやすくなっているという印象を受ける。また、新型コロナウイルス感染症に対する政府の規制も緩和され、人の動きも活発になり経済活動が少しずつ活性化している。,
,,○,会計事務所（職員）,取引先の様子,・コロナ禍で業績が低迷していた事業所の多くが、売上、利益共に黒字に転換している。,
,,○,その他非製造業［ソフト開発］（経営者）,受注量や販売量の動き,・10月も９月に引き続き引き合いは活発であった。前向きに仕事を発注する会社が出てきた。このような状況が全体へ広がれば良いが、まだまだ全体とはいかない。,
,,□,化学工業（総務秘書）,それ以外,・週末の飲食店の予約が取れなくなってきている。新幹線の混み具合や満員電車などを見ると、マスクはしているものの新型コロナウイルス感染症発生前の日常が戻っていることを実感する。人が移動し活動を再開している様子に、景気の上向きを感じる。,
,,□,金属製品製造業（経営者）,受注価格や販売価格の動き,・販売価格が下がっている。原材料高であるが、価格転嫁ができない。,
,,□,金属製品製造業（従業員）,受注価格や販売価格の動き,・仕事量の出方にさほど勢いを感じないが、暇になるというほどでもない。,
,,□,一般機械器具製造業（営業担当）,受注量や販売量の動き,・北米自動車向け設備ではインフレ及び金利情報の影響で発注時期が後ろ倒しになっている。その結果、要望納期が短くなる一方で部品の納期は長くなっており、納期が間に合わなくて失注する案件も出ている。,
,,□,電気機械器具製造業（営業担当）,受注量や販売量の動き,・円安で若干メリットもあるが、戦争や物価高で相殺される。,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・鉄鋼価格が1.5倍以上になっているが、それでも注文が入る。受注量には変動がなく、現状維持が続いている。,
,,□,輸送業（従業員）,受注価格や販売価格の動き,・客先からの依頼は着実に増えている。忙しさは新型コロナウイルス感染症発生前に戻ったと見てよい。ただし、支出の方はそれと同等かそれ以上に増えている。以前ほどの利益は出ていない。,
,,□,輸送業（エリア担当）,それ以外,・職場近くのスーパー店員の話によると、食料品のため景気の変動にかかわらず絶えることなく来客はあるが、客単価は落ちており、とりわけ閉店間際の割引セール品に、客がにわかに殺到するとのことであった。,
,,□,通信業（法人営業担当）,それ以外,・経済の動きは持ち直しているといわれるが、現実は、生活保護の申請は３か月連続で増えており、市民の生活はかなり苦しいのではないか。ＯＰＥＣ減産による更なるガソリン価格の高騰も懸念される。,
,,□,不動産業（経営者）,受注量や販売量の動き,・客の動向も落ち着いた。,
,,□,不動産業（開発担当）,受注価格や販売価格の動き,・当地域では、不動産分譲の売行きが他の都市圏と比べて良くない。,
,,□,広告代理店（制作担当）,取引先の様子,・人の流れが増えてきたため、旅行関係、飲食店や宿泊施設等が積極的に広告を打つようになってきている。,
,,□,行政書士,受注量や販売量の動き,・現状維持である。,
,,□,その他サービス業［ソフト開発］（社員）,それ以外,・地元イベントなども通常の開催が行われ、人流が大幅に増えた。購買力は高いが、高額商品の購入は控えめである。,
,,▲,食料品製造業（営業担当）,受注量や販売量の動き,・受注量、販売量共に前年比で減少している。単価が上がっていることもあり、消費が伸びない。,
,,▲,パルプ・紙・紙加工品製造業（顧問）,受注量や販売量の動き,・円安、半導体不足、原材料その他資材の高騰等があり、また、自動車関連への販売量の減少で全般的にみても景気はやや悪くなっている。,
,,▲,化学工業（営業担当）,受注量や販売量の動き,・半導体向けの需要が減速し、容器の出荷量が減少している。,
,,▲,窯業・土石製品製造業（社員）,取引先の様子,・どこの客も稼働率が下がっており、受注量が減っている。一部部品の入手難による生産ストップが、自動車のみならず装置メーカーにも広がっており、稼働率低下に至っている。注文があるのに生産ができず、他の部品の注文も手控えるため、景気悪化につながっている。,
,,▲,電気機械器具製造業（総務担当）,取引先の様子,・原材料不足を要因とする価格の高騰に円安が加わり、二重苦となっている。価格転嫁により適正利益を確保したいが、時間が掛かりそうである。,
,,▲,輸送用機械器具製造業（経営者）,取引先の様子,・販売延期などで注文後のキャンセルが増えている。半導体の入荷が難しいようである。,
,,▲,建設業（役員）,受注量や販売量の動き,・10月は例年と比べて成約数が３割ダウンした。毎年秋の９月、10月は成約数が伸びるが、今年は来場者数も減っている。客の動きが悪いのは景気の悪化の影響であろうか。,
,,▲,輸送業（経営者）,受注量や販売量の動き,・日用品の物量が前年より５％ほど減少し、自動車や機械などの部品の物量も回復していない。,
,,▲,輸送業（エリア担当）,受注量や販売量の動き,・国際航空貨物の取扱量が減ってきている。,
,,▲,輸送業（エリア担当）,受注量や販売量の動き,・発送量が伸びていない。,
,,▲,通信業（法人営業担当）,それ以外,・飲食店の客を中心に廃業に伴うＷｅｂ回線の廃止や、店舗移転の連絡が入ることが多くなった。特筆すべきは、新しいビルのテナント店舗など新しい店だけでなく、何年も営業している人気店でも廃業や移転を余儀なくされていることである。新型コロナウイルス感染症関連の補助金が無くなったこと、客足が外食から遠のいたこと、リモートワークの普及でランチ営業が立ち行かないこと、飲食の働き手が少ないことなど、複合的な理由が飲食店経営を困難にしている。,
,,▲,金融業（企画担当）,取引先の様子,・原材料の値上がりを価格に転嫁せざるを得ない状況となっており、モノの値段が上がっている。給与が上昇しないなかで特に家計への影響が大きく、モノの消費に向かいづらくなっている。,
,,▲,新聞販売店［広告］（店主）,受注量や販売量の動き,・新聞購読者の定期購読の解約が増えている。,
,,×,鉄鋼業（経営者）,受注量や販売量の動き,・販売数量は前年比２割以上の大幅にダウンしている。売上金額は価格上昇で前年比１割ほどアップしている。企業経営としては、仕入れ圧迫度が大きく上昇して厳しさを増している。,
,,×,電気機械器具製造業（経営者）,受注量や販売量の動き,・客先業界全体が相変わらず悪いなかで、特に当社の場合はメインの取引先の設備投資がほとんどないため、非常に悪い状態である。,
,,×,通信業（総務担当）,それ以外,・物価上昇が最大の原因で、欲しい物を我慢するようになった。先行き不安から浪費はできない状態にある。,
"雇用
関連

(東海)",,◎,職業安定所（職員）,求人数の動き,・製造業等の求人数が、新型コロナウイルス感染拡大前の水準に戻った。,
,,○,＊,＊,＊,
,,□,人材派遣会社（経営企画）,周辺企業の様子,・特段の変化はない。,
,,□,人材派遣会社（社員）,求人数の動き,・全国旅行支援などの国の政策が始まったが、目立った変化はない。,
,,□,人材派遣会社（企画統括）,求職者数の動き,・新規求職者数が人材派遣、人材紹介共に減少しており、前年同期比でも低調な水準である。,
,,□,人材派遣会社（営業担当）,周辺企業の様子,・自動車関連企業を中心に設計開発のニーズは引き続き堅調であり、半期の変わり目で業務終了したエンジニアも、次業務への配属が順調に進んだ。,
,,□,アウトソーシング企業（エリア担当）,周辺企業の様子,・自動車関連の生産においては半導体・部品供給不足は改善せず、工場の稼働停止が続く。今後も改善の見込みがない。ただし、小型の船舶製造やバイク製造は多忙と耳にする。,
,,□,求人情報誌（営業担当）,求職者数の動き,・求人数は引き続き増加傾向にある。転職マーケットの動向を加味するとボーナス前後は求職者の動きも活発化しやすいが、現状大きな上振れはない。,
,,□,新聞社［求人広告］（営業担当）,それ以外,・景気が上向く材料が見当たらない。,
,,□,職業安定所（所長）,求人数の動き,・新規求人数は、全体としては前年同月比で増加しているが、減少に転じた業種もみられる。,
,,□,職業安定所（職員）,求人数の動き,・新型コロナウイルス感染症の影響で業績が上がらない業種もあるが、全体的に少しずつ回復傾向にある。しかし、飲食サービス業、宿泊業等では求人を出しても人手が集まらない状態が続いている。,
,,□,職業安定所（職員）,周辺企業の様子,・製造業は、半導体部品が供給され増産になっているが、原材料や燃料コストの増加が経営を圧迫している。円安の影響を受けて物価高が深刻である。全国旅行支援の開始に伴い、飲食業や宿泊業は回復傾向にある。,
,,□,職業安定所（職員）,求人数の動き,・前月と比べ有効求人数は増加したが、それと同程度の有効求職者数が増加したため、有効求人倍率は横ばいとなった。,
,,□,民間職業紹介機関（営業担当）,求職者数の動き,・企業側の採用熱はとどまることなく右肩上がりであるが、転職希望者の登録動向などは若干鈍化しつつある。,
,,▲,人材派遣業（営業担当）,周辺企業の様子,・円安の影響が大きく、各所で値上げがある。最低賃金は上がったものの実質的には最低賃金が影響する職種のみ賃上げしている。さらには社会保険料等の値上げインパクトが大きい。その他は現状維持か、時間外勤務削減等で総じて賃金の実感値としては下がっている。,
,,▲,人材派遣会社（営業担当）,採用者数の動き,・求人件数は３か月前から横ばいでも、求職者数が減少しているため採用数も減少している。,
,,▲,人材派遣会社（営業担当）,それ以外,・円安と物価高が、景況感にネガティブな印象を与えている。,
,,▲,新聞社［求人広告］（営業担当）,周辺企業の様子,・元々景気が低迷しているなかで円安や燃料価格の高騰などのコスト上昇が進んでおり、厳しさが増している。,
,,×,－,－,－,
,,,,,,
　７．北陸（地域別調査機関：一般財団法人北陸経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向

(北陸)",,◎,コンビニ（店舗管理）,来客数の動き,・高速道路内の店舗において、土日や祝日の人流が顕著に戻っている。,
,,◎,コンビニ（営業）,来客数の動き,・全国旅行支援の影響により、来客数に変化が出てきている。,
,,◎,一般レストラン（統括）,お客様の様子,・観光都市である当地では、10月の３連休には県外からの客が大変多く、その後は全国旅行支援により観光客が継続的に来ている。観光客の動きは良くなっているものの、10月下旬からは県内客の外食の動きが落ち着きをみせている。物価上昇による買い控えや、県内のプレミアム付食事券を使い切った人が出始めていることが主な要因だとみている。,
,,◎,スナック（経営者）,来客数の動き,・開店しても休業状態の日もあるが、３年ぶりの客を始め久々に来店する客や、新たに常連になりつつある客もあり、変化が出てきている。周辺の店では若い人たちが来ているようである。,
,,◎,観光型旅館（経営者）,販売量の動き,・10月11日に全国旅行支援がスタートして予約が殺到し、予約システムが数日間ダウンするなど、一度に予約が増加している。,
,,◎,観光型旅館（スタッフ）,来客数の動き,・総売上は前年同月比で240％、累計でも187％と改善しているが、新型コロナウイルス感染症発生前の売上との比較ではまだ64％で、累計でも70％である。,
,,◎,都市型ホテル（役員）,来客数の動き,・全国旅行支援により、稼働率は前月より10％以上アップし、新型コロナウイルス感染症発生前と同じ水準まで回復している。,
,,○,商店街（代表者）,来客数の動き,・県民割やインバウンドの再開で来客数が増加し、売上は新型コロナウイルス感染症発生前に戻っている。その反面９月と比べて１人当たりの単価が低く、客の財布のひもはまだ固いようである。,
,,○,一般小売店［鮮魚］（役員）,販売量の動き,・人流が増加し、売上は新型コロナウイルス感染症発生前に戻りつつある。,
,,○,スーパー（仕入担当）,販売量の動き,・キャッシュレス・消費者還元事業や自社の販促強化により来客数は下げ止まりし、販売量が大幅に伸びたことで一時的に上向きとなっている。,
,,○,コンビニ（店長）,単価の動き,・来客数は減少しているが、１人当たりの買上単価が上がっているので売上は増加している。価格が高いという声は聞くが、今のところ買い控えが起こっている様子はみられない。しかし、手頃なおにぎりが100円から135円に価格改定するなど、全商品で急激な値上げが行われており、客はスーパーなどと比べてコンビニに割高感をより強く感じるようになっている。値上げがあっても客は変わらずに来店しており売上も上昇しているため、景気はやや良くなっていると考える。,
,,○,衣料品専門店（経営者）,お客様の様子,・新型コロナウイルス感染症の影響については油断できないが、経済対策もあって旅行や飲食などは少しずつ好転しているようである。,
,,○,衣料品専門店（経営者）,来客数の動き,・新型コロナウイルスの感染状況も落ち着いてきたなか、政府の施策も功を奏して上向きになっている。,
,,○,その他小売［ショッピングセンター］（統括）,お客様の様子,・新型コロナウイルス感染症の第７波のピークを過ぎてきたことや、全国的な行動抑制がなくなって全国旅行支援などの施策効果もあり、来客数と買上率が向上してきている。,
,,○,高級レストラン（スタッフ）,来客数の動き,・全国旅行支援が始まり県外客の団体利用が増加してきたが、飲食店への恩恵は少ない。県のプレミアム付食事券の販売や県民割が終了したことで、個人客の動きが鈍っている。,
,,○,都市型ホテル（スタッフ）,販売量の動き,・売上はまだ新型コロナウイルス感染症発生前の70％程度だが、旅行客や宴会の利用が徐々に増加している。,
,,○,タクシー運転手,来客数の動き,・新型コロナウイルスの新規感染者数の減少や全国旅行支援によって、今月に入って観光客が増加している。夜の街にも人出が増えている。,
,,○,タクシー運転手,販売量の動き,・観光や研修、宿泊送迎などの仕事が多く入るようになっている。,
,,○,通信会社（営業担当）,販売量の動き,・販売台数は数か月前より伸びているが、思った以上に新商品の勢いがなく、販売計画を下回っている。,
,,○,住宅販売会社（従業員）,来客数の動き,・住宅展示フェアの来場者数が増加傾向にあり、少しずつだが活気付いてきた印象を受ける。,
,,□,商店街（代表者）,お客様の様子,・飲食店は金曜の夜などはにぎわいが戻っているが、日によって差が激しくまだ回復したとはいえない。衣料品も消費喚起策が実施されている割引期間中はにぎわうが、それ以外は低迷していて、客の財布のひもは固いままである。,
,,□,商店街（代表者）,来客数の動き,・中心商店街発行のプレミアム付商品券の販売は予想以上に好評で、販売日から４日間で1500部が完売した。期待の高さを感じ、各店舗の売上に好影響が出ると期待している。,
,,□,百貨店（販売促進担当）,お客様の様子,・今まで不振だったアパレルや雑貨が復調している。気温が低下したことや外出及び旅行による需要で、コートやブーツといった防寒を中心とした商材に動きがある。さらに、会合やパーティー、イベントなどの手土産や記念品といった需要も外販で動き始めている。,
,,□,百貨店（販売担当）,来客数の動き,・新型コロナウイルスの新規感染者数の減少と全国旅行支援の開始により、週末を中心に外出が増えている。若い世代はレジャーを含め県外へ出掛けることが増え、50代以上も旅行などが増えているようである。週末や人気イベントでの来客数がやや減少している一方で、外出需要やハイキングに必要な商材、気温が低くなったことで防寒商材にも動きが出ており、プラスとマイナスの要素が混在している。,
,,□,衣料品専門店（経営者）,来客数の動き,・新型コロナウイルスの感染が抑えられていることや、プレミアム付商品券の効果もあり、来客数は前年と比べて少し増加している。,
,,□,家電量販店（本部）,単価の動き,・買上単価は伸びていないが、来客数は戻ってきている。,
,,□,乗用車販売店（経営者）,来客数の動き,・新型コロナウイルスの感染状況が収まってきており、来場者数の増加を期待していたが、３か月前と余り変わらない状況が続いている。,
,,□,自動車備品販売店（役員）,来客数の動き,・冬季用品は例年並みの動き出しである。全体的な集客は回復傾向だが、買上点数が戻っていない。特に高額商材やドライブレコーダー等の話題になる商品の問合せが回復していない。,
,,□,住関連専門店（役員）,来客数の動き,・絶対的な来客数の減少が著しい。,
,,□,一般レストラン（店長）,来客数の動き,・新型コロナウイルスの感染状況は落ち着いているが、思っていたよりも来客数の増加につながっていない。,
,,□,旅行代理店（従業員）,販売量の動き,・県民割や全国旅行支援の施策により個人旅行は好調に推移しているが、団体旅行はまだ件数が少ない。トータルでみると売上金額は、まだ新型コロナウイルス感染症発生前の半分程度である。,
,,□,通信会社（職員）,お客様の様子,・客の当社へのニーズが変わらない。,
,,□,通信会社（役員）,販売量の動き,・３か月前と同様に放送、通信サービス共に新規契約者数が前年同月と比べて順調に推移している。,
,,□,通信会社（役員）,販売量の動き,・景気の影響だけではないとみているが、新規契約者数が伸び悩んでいる。,
,,□,テーマパーク（役員）,来客数の動き,・全国旅行支援がスタートし、個人旅行客の動きはやや増加傾向にあるものの、海外からのインバウンド客や団体旅行客の動きは鈍く、全体としては変わらない状況にある。,
,,□,パチンコ店（経理）,販売量の動き,・売上に大きな変化はみられない。,
,,□,その他レジャー施設［スポーツクラブ］（総支配人）,お客様の様子,・現在、メインで会員となっている高齢者の入会者が少ない。40～50代の女性向けプログラムにはネットを通じて反応が出てきているが、子供の教室はほぼ現状維持である。新型コロナウイルス感染症の影響でスタッフの手配が付かない状態が２～３か月間続いており、売上の減少に直結してきている。少しずつだがイベントでの集客ができるようになってきている。,
,,□,美容室（経営者）,来客数の動き,・前月、今月共に来客数が５％近く前年より減少している。売上が大きくなる年末に向けて心配である。,
,,□,住宅販売会社（従業員）,販売量の動き,・個人の新築注文住宅の受注が安定しない反面、個人の住宅リフォームにおける大型物件や、法人関係の店舗及び社屋に対する受注が、新築住宅受注の不足をフォローしている。,
,,□,住宅販売会社（営業）,来客数の動き,・来客数が低調なことに加え、客の質の低下を感じる。中高級層の動きが特に悪いようである。,
,,▲,一般小売店［事務用品］（店長）,お客様の様子,・客の買上単価や買上点数、店舗での滞在時間が減少している。,
,,▲,一般小売店［書籍］（従業員）,販売量の動き,・ここ３か月は販売量、来客数共に減少しており、特に今月は販売量の減少がひどくなっている。,
,,▲,百貨店（売場主任）,来客数の動き,・全国旅行支援が始まり、消費者の関心が旅行や観光へシフトしている。また、原材料価格の高騰や円安の影響も加わり、前月まで好調に推移していた高額商材やインポートブランドにおける売上の伸び率が鈍化している。,
