,,□,乗用車販売店（経営者）,・変わる要素がない。,
,,□,乗用車販売店（従業員）,・特に具体的に悪い様子ではないため、変わらずに推移するか若干良くなる程度である。,
,,□,乗用車販売店（従業員）,・新型コロナウイルス感染症のまん延により、来客数も減り始めている。物価の上昇で自動車に係る金を節約する傾向が更に強くみられるようになってきた。サービス工場への入庫も前年比９割ほどに減ってきており、この状況のまましばらく続く。,
,,□,乗用車販売店（従業員）,・客が物価上昇を身の回りで強く感じると口にする機会が大変増えている。電気・ガス・燃料価格等、生活に直結する商品の価格上昇がこれからも続くかもしれないという心配から、車のような買物は、必要に迫られなければなかなか考えられないという断りが多い。,
,,□,乗用車販売店（営業担当）,・商品の供給量はまだ増えてくる気配はなく、輸入業者から年内はこのまま平行状態が続くといわれている。受注は徐々に増えてきたが、物が入らなければ売上にならない。,
,,□,その他小売［ショッピングセンター］（経理担当）,・売上は前年比マイナス10.9％、2019年比マイナス22.2％である。来客数は前年比マイナス6.4％、2019年比マイナス24.6％である。,
,,□,一般レストラン（経営者）,・客は、外出したくてたまらない様子である。感染症法での新型コロナウイルスの位置付けがインフルエンザ並みになれば、客の外出頻度も高まる。,
,,□,バー（経営者）,・全く予想が付かない。政府の見解と医療従事者やそれぞれの業界の考えがかみ合っていない。,
,,□,その他飲食［ワイン輸入］（経営企画担当）,・今年４月に続いて10月にも値上げを実施する。４月の値上げについては、販売数は減少したものの売上金額は100％超えとなった。10月の値上げによりほぼ全ての商品が値上げとなるが、販売数の減少は避けられず、消費意欲は減退すると予想している。,
,,□,都市型ホテル（従業員）,・予約数から、変わらない。,
,,□,旅行代理店（経営者）,・新型コロナウイルス感染症のまん延により、風評的な部分で負のイメージがつきやすい。需要回復には時間を要すると見込む。,
,,□,旅行代理店（経営者）,・ターミナル駅の地下街や新築商業ビルにおいても、退店後に新たな店が決まらず空き店舗区画が長期化している。にぎわいが戻ってきたといっても実需消費は下がっているのは、空き店舗の減らないことが物語っている。,
,,□,旅行代理店（経営者）,・新型コロナウイルスの新規感染者数が過去最多と毎日のようにニュースで報道しても、若者には届いていない。行動制限の効果も薄れているため、ウィズコロナになれば、全国旅行支援がなくても健康で感染を気にしない人は旅行をする。海外旅行の門をもう少し開いてほしい。入国制限は一部の国だけでも撤廃し、ワクチン３回接種で帰国前のＰＣＲ検査は免除してほしい。,
,,□,旅行代理店（営業担当）,・新型コロナウイルス感染拡大の第７波が２～３か月で収まるとは考えにくく、行動制限は実施されなくても、しばらく動きは鈍くなると考える。,
,,□,タクシー運転手,・新型コロナウイルス新規感染者数の増加傾向が続いているが、緊急事態宣言やまん延防止等重点措置などが出ていないため、今のところ夜の街では酒の提供もできている。来客数はやや少なくなっているが、今の状況であれば、景気はこのまま余り変わらない。,
,,□,通信会社（企画担当）,・好転材料が見つからない。新型コロナウイルス感染症の濃厚接触者が家に足止めされて、社会の動きが鈍くなっている。,
,,□,通信会社（サービス担当）,・先日の携帯電話会社の回線トラブルによって、固定電話の良さを見直している高齢者も多く、固定電話の契約が増えるかもしれない。,
,,□,通信会社（営業担当）,・新型コロナウイルスの感染状況が収まってきても、２～３か月で半導体や機器の流通が通常程度に戻るとは考えにくいため、２～３か月では変わらないと考える。,
,,□,通信会社（営業担当）,・今の状況が当面は続くと考えている。,
,,□,テーマパーク（職員）,・子供の新型コロナウイルス新規感染者数が増えているため、ファミリー客が多い夏休みに影響が出る。,
,,□,テーマパーク職員（総務担当）,・新型コロナウイルスの感染者がなくなることは考えられず、特効薬もすぐに開発・承認される状況ではない。,
,,□,その他レジャー［スポーツレジャー紙］（広告担当）,・景気を悪くしている要因が、すぐに解決する問題ではない。,
,,□,美容室（経営者）,・なかなか明るいニュースがない。また、全体的に物価高で、客は外出、イベントやレジャーを控えるため、まだ当分は今の状態が続く。,
,,□,美容室（経営者）,・２～４か月先というとまだまだ暑く、新型コロナウイルスの感染状況も落ち着かないと、客の出足も悪いままである。,
,,□,住宅販売会社（従業員）,・横ばい若しくは悪化する。,
,,□,その他住宅［室内装飾業］（従業員）,・元請の受注状況が芳しくなく、２～３か月先も受注が少なそうである。,
,,□,その他住宅［不動産賃貸及び売買］（営業）,・再び新型コロナウイルスの新規感染者数が爆発的に増加しており、宣言等は出ていないが予想の付かない状況である。商品単価も上がり受注が難しいことにも困っている。,
,,▲,商店街（代表者）,・このまま新型コロナウイルスの新規感染者数が増え続けるならば、間違いなく悪くなる。,
,,▲,商店街（代表者）,・商品価格、材料価格の値上がりが著しく、特に商品価格に関しては客の予算とのかい離が大きい。今後は、良い物を長く使う流れになればよいが、これまでのデフレ状態から意識的に脱却するのは難しい。,
,,▲,一般小売店［高級精肉］（常勤監査役）,・新型コロナウイルスの感染状況次第である。,
,,▲,一般小売店［書店］（営業担当）,・円安の影響が残る。,
,,▲,百貨店（売場主任）,・３月の春物商材入荷時期には海外工場の閉鎖で納期が延び、靴の納入が遅れた。これから秋物新作の時期になるが、それもまた厳しい納期になりそうである。国内生産でも生産量が少なめなのか在庫がない物が多いため、他店の在庫を回してもらって対応しているが、なかなか紳士靴の売上は厳しい。,
,,▲,百貨店（販売促進担当）,・新型コロナウイルス第７波の感染拡大が今後景気に影響を及ぼして、悪化するのではないかと考える。,
,,▲,百貨店（販売担当）,・猛暑で季節商材が動いている。来客数は今までのような急激な下降はないが、やはり減っている。,
,,▲,百貨店（販売担当）,・新型コロナウイルス感染拡大の第７波は終息する気配がなく、落ち着いたとしても、２～３か月前のように前向きな状況にはならない。,
,,▲,スーパー（店長）,・商品値上げによる買上点数減少と来客数減少で、売上の減少傾向が継続している。,
,,▲,スーパー（店員）,・担当する商材分野では、秋口以降も値上げが予定されている物が多くある。,
,,▲,スーパー（営業企画）,・燃料費の高騰はまだしばらく続くことが予想されるなか、今後も商品価格の引上げは、より広範の商品に及ぶと考えられる。そのため、消費支出を抑える傾向が更に強まることが懸念される。,
,,▲,スーパー（販売担当）,・現在は夏休みで、子供が一緒に買物に来て余分な物を買うこともあるが、休みが終わると来客数も減り、売上も減る。,
,,▲,スーパー（販売担当）,・商品供給の不安や、新型コロナウイルスオミクロン株の別系統の流行から更なる別系統が出る可能性も否定できず、国際関係の改善の遅れもこれから影響しそうで、明るい展望を描きづらい状況が続きそうである。,
,,▲,スーパー（支店長）,・新型コロナウイルスが再び感染拡大し始めたことと食料品の値上げラッシュにより、消費マインドがかなり減少している。さらに、ウクライナ情勢も未解決のままで、今後もしばらくは景気回復の兆しはない。消費の優先順位としては、生活必需品が１番で、趣味、し好品やぜいたく品は今後かなり売行きが鈍化するのではないか。,
,,▲,コンビニ（エリア担当）,・今以上に値上げ商品が増えてくるため、購買意欲の冷え込みが心配である。,
,,▲,コンビニ（店長）,・新型コロナウイルス新規感染者数の最多更新が続いており、政府による自粛要請は出なくとも、企業によるテレワーク推奨や出張の自粛により客が減るおそれがある。学生は夏休みで移動をしており、一部地域では祭りなどを実施もされているため動きが読みづらいが、お盆の頃は自粛ムードになりそうである。,
,,▲,コンビニ（商品開発担当）,・新型コロナウイルス感染症の影響で部品調達がままならず工場が操業停止となり、大手自動車メーカー関連を始めとする多くのメイン客の給与に悪影響を及ぼしている。客単価は下落傾向にある。物価上昇の流れは今後も続くことが予想され、非常に厳しい環境が見込まれる。,
,,▲,家電量販店（営業担当）,・新型コロナウイルス新規感染者数の増加に伴い、今後、行動制限が発出され景気が再度悪くなるのではないか。,
,,▲,乗用車販売店（従業員）,・納期もますます延びていく一方で、ますます来客数は減少していく。新車を発表してもいつから生産されるかも分からず、客に納期を伝えることもできず、展示車も入ってこない。,
,,▲,乗用車販売店（販売担当）,・元々半導体不足の影響で在庫がかなり少ない上に、生産数もかなり減っており、今後車の販売数はかなり減少する。,
,,▲,一般レストラン（経営者）,・新型コロナウイルス第７波の感染状況が余りにもひどく、これでは景気は上向くどころか、また冷え込む。ウクライナ情勢も、経済的に影響している。,
,,▲,一般レストラン（経営者）,・秋にかけても今のように原材料の価格高騰による消費の低迷と新型コロナウイルス感染症の新規感染者数の増加が、事業に影響する。,
,,▲,一般レストラン（従業員）,・物価の上昇もあり、消費は控える。,
,,▲,観光型ホテル（支配人）,・新型コロナウイルス感染拡大の第７波が到来している。,
,,▲,都市型ホテル（営業担当）,・先々の予約も低迷中である。６月までと比べると予約受注も３分の１程度に低迷している状況であるため、先々も厳しいことが予想される。,
,,▲,旅行代理店（経営者）,・県民割終了後の旅行業界への政策が不透明である。,
,,▲,旅行代理店（営業担当）,・新型コロナウイルスオミクロン株ＢＡ.５が発生し感染力が３倍と報道されると、旅行どころではなくなり申込みは急減する。稼ぎ時の夏休み、お盆期間の旅行は期待できず、ピークアウトがみえてこないと全国旅行支援やＧｏ　Ｔｏキャンペーンなどは始まらないため、良い見通しが持てない。,
,,▲,レジャーランド（職員）,・７月末時点では新型コロナウイルス感染拡大の第７波でも行動制限は求められていないため、過去２年ほどの落ち込みはないと見込んでいるが、これまで感染拡大のたびに強烈な行動制限が求められてきたこともあり、行動制限のない状況でも行動を自粛する人が一定数いる。残念ながら第７波が落ち着くまでは、新型コロナウイルス感染症発生前に比して６～７割程度の水準になると予測している。,
,,▲,テーマパーク（職員）,・新型コロナウイルスの感染状況が落ち着かないと難しい。,
,,▲,観光名所（案内係）,・新型コロナウイルス感染症がこれからどうなるか、全く明確ではない。政府の今後の方針などを速やかにはっきりさせてほしい。,
,,▲,パチンコ店（経営者）,・コロナ禍になって以来、来客数や売上は停滞したままで業界全体もほぼ同じである。,
,,▲,理美容室（経営者）,・客との話から、いろいろな物価が上がって段々と景気が悪くなっていく。,
,,▲,美顔美容室（経営者）,・新型コロナウイルスの新規感染者数がますます増えてきているため、来店を控える客がいる。,
,,▲,美容室（経営者）,・やはり新型コロナウイルスオミクロン株ＢＡ．５の影響である。,
,,▲,その他サービス［介護サービス］（職員）,・商品の調達先からは、９～10月に10～20％アップする価格改定の案内が届いている。介護保険制度でサービス価格の上限が設定されているため価格転嫁はできず、単純に考えると秋以降は減益である。,
,,▲,設計事務所（職員）,・景気の良くなる刺激策のような話は、政府からは何も聞こえてこない。,
,,▲,住宅販売会社（従業員）,・新型コロナウイルスの新規感染者数が増えてきており、不必要な外出は減ると考える。販売は更に厳しくなる。,
,,▲,その他住宅［住宅管理］（経営者）,・人件費、燃料、資材の全てが上がり、経営を圧迫している。この先まだまだ高騰が続くのではないかと心配である。,
,,×,百貨店（経理担当）,・食品、ガソリンや生活用品に及ぶ物価高の継続と、企業業績の悪化に伴う所得や雇用環境の悪化があいまって、個人消費の縮減を招き、景気が失速すると考える。,
,,×,スーパー（店員）,・新型コロナウイルスの感染状況が落ち着いていたこの半年間がうそのように新規感染者数が過去最多を更新し、外食控えが目立つようになってきた。飲食店の購買も減り、お盆商戦を迎えるが心理的に手土産を持って実家に帰省する動きも鈍り、果物の売上が大きく減少しそうである。,
,,×,コンビニ（店長）,・新型コロナウイルスの第７波の感染拡大と仕入価格の上昇の影響で売上が伸びない。地域イベント、会議の中止が相次いでおり、更に厳しくなると予想される。,
,,×,コンビニ（店長）,・新型コロナウイルス感染症の影響がどのようになっていくかは全く予想が付かない。今後がとても心配である。,
,,×,衣料品専門店（経営者）,・なじみ客の年齢層が高いため、ますます来店頻度が低くなる。,
,,×,乗用車販売店（従業員）,・新型コロナウイルスの感染が拡大しているなかでお盆休みが近づいてきている。旅行などへの制限は掛からないようなので、間違いなく新型コロナウイルスの新規感染者数が増えて、景気は一旦また非常に悪くなる。,
,,×,一般レストラン（従業員）,・毎日夕方に新型コロナウイルスの新規感染者数が発表されるが、行動制限を掛けないならば、この発表をやめてほしい。新規感染者数が増えるたびに、客足が遠のく。,
,,×,タクシー運転手,・新型コロナウイルス感染拡大の第７波の影響である。,
,,×,設計事務所（経営者）,・景気が上向きになる気配が一切ない。,
,,×,住宅販売会社（経営者）,・新型コロナウイルス感染症の影響が続いているため、広告を出しても客の動きが悪く、今一つである。,
,,×,住宅販売会社（従業員）,・資材高騰に金利が上昇したら、更に冷え込む。,
"企業
動向
関連

(東海)",,◎,－,－,
,,○,化学工業（営業担当）,・客先への値上げ実施がある程度完了する予定である。,
,,○,化学工業（総務秘書）,・新型コロナウイルスの感染は爆発的に拡大しているが、症状は重くないという人が多い。感染することが珍しくなくなっていき、感染しても大丈夫という認識が広がれば、欧米のように生活や経済を維持する意識に変化していくのではないか。,
,,○,電気機械器具製造業（経営者）,・新型コロナウイルス感染拡大の第７波と客先業界が全体的に低迷していることもあり、設備投資への意欲はかなり低くなってきているが、年末にかけてはある程度高まってくると考えられるため、若干の期待は持っている。,
,,○,通信業（総務担当）,・新型コロナウイルスは第７波の感染拡大状況ではあるが、新型コロナウイルス感染症への対応策を皆認識できているため、恐怖心もなく感染症対策をしながら更に人の動きが活発になると予測する。,
,,○,その他非製造業［ソフト開発］（経営者）,・物価も落ち着き原油価格も下がってくると見込む。日本銀行のゼロ金利政策は正しいと考える。我が国には多くのストックがあり、慌てないことである。今は上に向かっていくエネルギーがどんどん蓄積している時期であり、今しばらくの辛抱である。,
,,□,食料品製造業（営業担当）,・今後も受注量、販売数量において回復する要因が見当たらない。新型コロナウイルスの感染状況次第では、更に数量が落ち込む懸念が大である。,
,,□,パルプ・紙・紙加工品製造業（顧問）,・現在の景気は余り良くないが、２～３か月先の景気も今の悪い状態が続く。,
,,□,窯業・土石製品製造業（社員）,・同業他社の規模縮小や廃業のため、代替先を探していると見受けられる見積依頼が増えている。ただし、これらは今まで低価格等条件の良くない案件が多いため、見積りを提出しても成約しにくく、期待は持てない。,
,,□,金属製品製造業（経営者）,・原材料価格の高止まりに加えて、電気料金なども大幅に上昇する予定である。,
,,□,金属製品製造業（従業員）,・仕事量を期待する声がある反面、収益面での厳しさは変わらない。,
,,□,一般機械器具製造業（営業担当）,・引き合いの量は増えているが、部材が入らず納期が長くなっているため、納期で折り合えず受注できない案件も増えている。物流費用も高騰しており、受注できても利益を圧迫している。,
,,□,一般機械器具製造業（経営管理担当）,・受注量、販売量は変わらない見込みである。,
,,□,電気機械器具製造業（営業担当）,・大きな変化は考えにくい。,
,,□,電気機械器具製造業（総務担当）,・ウクライナ情勢など地政学的リスクが増すなか先行きが不安である。大規模な金融緩和や消費税率の大幅引下げなど、我が国独自の経済政策がない限り、浮上しない。,
,,□,輸送用機械器具製造業（品質管理担当）,・ここ数年で工場内の請負エリアがどんどん減少している。一時はここが底かと思っていたが更にまた減ってきたため、しばらく景気が悪い状態が続く。,
,,□,輸送用機械器具製造業（総務経理担当）,・大手自動車メーカーの減産は半導体不足が原因であるが、このような状態が当面は続く。したがって、売上も現状程度で推移する。,
,,□,建設業（経営者）,・現内閣もようやく落ち着いてきたようであるが、まだまだはっきりした将来性がみえてこない。ウクライナ情勢も不安で、安定するところまではいかないのではないか。,
,,□,建設業（営業担当）,・徐々に仕事は出てきているが、新型コロナウイルス感染症がまた流行しており、再び行動規制が掛かるとどうなるのか。,
,,□,輸送業（経営者）,・物流会社も荷主もコスト上昇を価格に反映せざるを得ない状況だが、消費者に物価上昇に見合う賃上げがない限り、景気は良くならない。一時的にでも新型コロナウイルスの感染状況が収まれば短期間の特需はあるかもしれないが、物流会社にとっては大きな変動は有り難くない。,
,,□,輸送業（従業員）,・新型コロナウイルス感染症の影響度合いは、大方予想の範囲であるため、各企業とも例年並みの動きになると予想する。,
,,□,輸送業（エリア担当）,・国際情勢が安定しておらず、国際航空貨物も影響を受けるため、予測が難しい。,
,,□,輸送業（エリア担当）,・新型コロナウイルス感染症やウクライナ情勢の問題もあるなかで、社会全体が内に向かってじっと耐えているような状況である。世界的にもそうだが、政治は打開策を見いだせておらず、良くなるきっかけの兆しも見いだせない。,
,,□,通信業（法人営業担当）,・公的年金の約10兆円の黒字、法人税、所得税の67兆円の増収など明るい材料はあるが、庶民の懐を直撃する諸物価の上昇は、景気にはマイナスに作用する。,
,,□,金融業（従業員）,・お盆や夏休みで、通常であれば需要が拡大すると考えられるが、新型コロナウイルス感染症の影響により、帰省を控える等の動きがある。,
,,□,金融業（企画担当）,・企業業績が給与にも影響しており、給与が上がる見込みが薄い。株価も上がらない状況では個人消費の拡大につながらず、当面現在の景気が続く。,
,,□,広告代理店（制作担当）,・秋口に向けて、イベントを縮小しながらも行う予定の客が増えており、景気も横ばいになる。,
,,□,行政書士,・ドライバー不足のため運輸支局に一時休業届を出し、ドライバーのめどがついたら再開届を出すという業者がいる。,
,,□,会計事務所（職員）,・ゴールデンウィーク辺りは旅行へ行こうという気になり、実際に行ってきた。しかし、新型コロナウイルスの感染が急拡大して、また少し自粛しようという気になってきている。新規感染者数がピークアウトするまでは、このままではないか。,
,,▲,食料品製造業（経営企画担当）,・明るい材料が見付けにくい。,
,,▲,電気機械器具製造業（経営者）,・原材料で４割の値上げ、運賃・こん包等の資材で２割近い値上げが進んでいる。価格転嫁をして値上がりした製品が、今後も継続的に消費されることは難しい。,
,,▲,輸送用機械器具製造業（管理担当）,・生産動向が減産方向であるのに加え、いろいろな物の価格上昇で不安しかない。,
,,▲,建設業（役員）,・物価上昇や新型コロナウイルスの感染拡大などで客のマインドが下がっている。上向きになる要因がないため、更に厳しくなるのではないか。当地域では、大手自動車メーカー系企業の工場ラインの停止や残業が減っているため動きが悪いとの噂もある。,
,,▲,輸送業（従業員）,・過去に取引があったが現在は疎遠の荷主や協力会社などで、廃業の話をちらほら聞く。中国の動向を含むコロナ禍とウクライナ情勢は当分収束しそうにない。今後、身近なところでも悪い話が出てきそうで心配である。,
,,▲,輸送業（エリア担当）,・荷物全体の動きが減ってきている。ＥＣのみ微増だが、一般貨物が減少している。,
,,▲,金融業（従業員）,・個人的にも心配しているが、今の新型コロナウイルス新規感染者数の増え方では、やはりこの先に営業時間短縮など経済が面食らうような制限が掛かってくることを飲食店などでは警戒している。また、その結果景気が低迷すると予測する人が多い。,
,,▲,不動産業（経営者）,・今後は新型コロナウイルスの新規感染者数が増加する傾向が続くと見込まれ、外出や遠出をする人の減少傾向は当面継続すると考える。今後、売上は徐々に減少していき前年を下回る状況になっていくと予測している。,
,,▲,新聞販売店［広告］（店主）,・まん延防止等重点措置が解除されてからも折込広告は増加しなかった。今後は、新型コロナウイルスの感染再拡大やインフレなどで折込広告が減少する見込みしかない。,
,,▲,公認会計士,・海外の状況に鑑みると、まだ円安が続き国際情勢の安定化も見通せず、物価上昇が続く。また、新型コロナウイルスやサル痘などの感染症がまん延していることから、海外からの渡航者や海外への輸出についても制限が掛かることが予想される。国内についても、安定しない為替相場への危機感や金利上昇を考え、積極的な設備投資を見合わせる企業が多いとみられる。個人消費についても、少しずつは戻ってくるが、上記のような状況が落ち着き消費拡大につながることが見通せない以上、景気が上向きになるのはまだ先と考える。,
,,▲,会計事務所（職員）,・円安による物価上昇等の影響もあってか、案件の単価が下がってきている。また、新型コロナウイルス感染拡大の第７波の影響で以前に増して小規模案件が増え、更に単価が下がることが懸念され、景気は悪くなっていく。,
,,▲,その他サービス業［ソフト開発］（社員）,・海外からの部品など輸入時期が未定で、生産・販売に対する計画が立たず機会損失が増える。,
,,×,出版・印刷・同関連産業（営業担当）,・新型コロナウイルスの感染状況が収束せず、物価は上がり給料は上がらないと悪いことばかりで景気が上向く兆しが全くみえない。したがって、景気はもっと悪くなる。,
,,×,鉄鋼業（経営者）,・鉄鋼メーカーの現状の販売姿勢が続く限り、我々のような規模の事業者には景況が回復する見込みはない。,
"雇用
関連

(東海)",,◎,－,－,
,,○,人材派遣会社（営業担当）,・２～３か月後は半期の契約更新時期に当たるため、主要客における派遣募集の件数も増えてくる見込みである。,
,,○,学校［専門学校］（就職担当）,・新型コロナウイルス感染症の影響で採用控えが顕著だった前年までの反動か、看護系学生の採用内定が前年より早い。前年は秋頃に確定していたところが、一部の来月以降の採用試験受験者を除き、現時点で全員が内定している。,
,,□,人材派遣会社（経営企画）,・特に変化の兆しはない。,
,,□,人材派遣会社（企画統括）,・新型コロナウイルス感染症の第７波による感染急拡大と物価上昇が与える影響が不透明である。,
,,□,人材派遣会社（営業担当）,・緩やかではあるが求人数は増加傾向にあるが、求職者数が横ばいのため、人材不足感が否めない。,
,,□,人材派遣会社（営業担当）,・有効求人倍率は上がり続けているが、求職者の動きが次第に活発化されるのではないかと考える。,
,,□,アウトソーシング企業（エリア担当）,・海外からの部品供給・半導体不足が８月以降も改善されず自動車関連の生産停止が行われれば、人材供給を行う派遣会社は雇用調整助成金で雇用を維持できるが、派遣労働者は残業が見込めなくなり、不満により他業種へ転職されると、派遣会社も人材不足となり経営が厳しくなる。,
,,□,新聞社［求人広告］（営業担当）,・企業は新型コロナウイルス新規感染者数の増減に以前ほどは敏感ではないが、戦争と円安で企業活動が不自由な状態が続いており、厳しいまま変わらない。,
,,□,職業安定所（職員）,・新型コロナウイルスの感染拡大が過去の状況を上回るペースであることから、今まで以上に良くなるかは懐疑的である。,
,,□,職業安定所（職員）,・新型コロナウイルスの第７波の感染拡大、原材料・エネルギー価格の高騰や部品不足などの懸念事項がいまだ払拭されていない。,
,,□,職業安定所（職員）,・新型コロナウイルス感染症の影響が心配である。,
,,□,職業安定所（職員）,・有効求人倍率の好転は見込めない。,
,,□,民間職業紹介機関（営業担当）,・若干ではあるが、新規採用をする企業の増加に歯止めが掛かりつつある。業界動向や外的環境の変化などもあるなかで、今後も募集案件が持続的に増加するか注視する必要がある。,
,,□,民間職業紹介機関（窓口担当）,・新型コロナウイルス感染拡大の第７波でも求人数には変動はないが、求職者が慎重になりつつあり、マッチングが難しい状況が今後も懸念される。,
,,▲,人材派遣業（営業担当）,・原油価格の高騰が止まらず、中小企業への影響はより大きくなると想定される。,
,,▲,人材派遣会社（社員）,・新型コロナウイルスの感染拡大が落ち着かない。,
,,▲,人材派遣会社（営業担当）,・このまま所得は増えないまま、徐々に物価上昇だけが続きそうである。,
,,▲,新聞社［求人広告］（営業担当）,・生活用品などの値上げが進み、消費の動きはますます鈍くなる。,
,,▲,職業安定所（職員）,・新規求人数は増加傾向にあるが、有効求人数は緩く右肩下がりである。半導体不足を懸念する企業も多く、ここに来て新型コロナウイルスの爆発的な感染拡大が進むなか、先行きが見通せない状態である。,
,,▲,職業安定所（職員）,・新型コロナウイルスの感染拡大により第７波が到来していることに加え、ウクライナ情勢や円安の進行による物価の上昇が続くと考えられることから、景気の先行きは現状よりやや厳しくなる。,
,,×,－,－,
,,,,,
　７．北陸（地域別調査機関：一般財団法人北陸経済研究所）,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,
"家計
動向
関連

(北陸)",,◎,一般レストラン（統括）,・過去２年の傾向と同じく、９月で新型コロナウイルスによる感染が一旦落ち着き、10～12月は新規感染者数が右肩上がりになると見込んでいる。,
,,◎,都市型ホテル（役員）,・急速な新型コロナウイルスの感染拡大による予約キャンセルを懸念していたが、キャンセルはあるものの、直前での新規予約が増加しており、夏休みシーズンに向けて宿泊需要は底堅く推移するとみている。,
,,○,商店街（代表者）,・新型コロナウイルス新規感染者数の爆発的な増加がなければ、良い方向に向かうとみている。しかし、過去最高の新規感染者数が続いており、夏休みに向かって感染状況が落ち着くかどうかが景気回復の決め手になると考える。,
,,○,コンビニ（店舗管理）,・新型コロナウイルス感染症のまん延による購買行動への悪影響は、少しずつではあるが鈍化していると考える。,
,,○,家電量販店（店長）,・今月は天候の影響があり来客数は少なかったが、物価上昇をきっかけにした買換えは増加している。,
,,○,高級レストラン（スタッフ）,・新型コロナウイルス新規感染者数の推移がこれまでと同様であれば、８月中旬に新規感染者数のピークを迎え、２～３か月後には改善に向かうとみられるため、来客数の回復を見込んでいる。,
,,○,観光型旅館（経営者）,・新型コロナウイルスの感染状況にもよるが、秋以降の全国旅行支援策に期待したい。,
,,○,通信会社（営業担当）,・新商品のスマートフォン発売開始に伴い、需要が増加すると見込んでいる。,
,,○,美容室（経営者）,・新型コロナウイルス感染症の第７波は９月頃にはピークアウトして、消費行動が再び活発になってくるとみている。,
,,□,一般小売店［精肉］（店長）,・外食が回復していることで、ぜいたく品である肉の店頭での売上が減少する動きは、前月から変化していない。加えて、旅行ができるようになり、ギフトを実際に持って行けるようになったため、ギフト配送用の需要が余り良くない。,
,,□,百貨店（売場主任）,・相次ぐ値上げによる物価高の影響や、新型コロナウイルスの新規感染者数急増で、消費に対する慎重な行動は変わらないとみている。,
,,□,百貨店（販売促進担当）,・物価高や新型コロナウイルスの感染拡大が、アパレルを中心にマイナスの影響になると考えているが、外商客を中心とした富裕層における時計やブランド品などの高額品の購入が引き続き好調に推移し、アパレルのマイナスをカバーするとみている。,
,,□,百貨店（販売担当）,・当面は新型コロナウイルス感染症による影響のため、夏休みや秋の外出需要の伸長は期待できず、カジュアル衣料品は秋も苦戦を見込んでいる。一方で結婚式や葬儀がほぼ通常に戻りつつあり、リモートワークや出張停止の影響でこの数年購入が減少していた礼服やスーツ、シャツ、靴などのビジネス関連は、低価格商品に限定されると考えるが、やや回復すると見込んでいる。プラスとマイナスの両面がありしばらくは現状維持と考える。,
,,□,スーパー（店長）,・新型コロナウイルス感染症の影響、円安、値上げなど、先の見通しが全く立たない。,
,,□,スーパー（統括）,・新型コロナウイルスの感染再拡大はあるが行動制限には至っておらず、為替やエネルギー価格にも当面は大きな変化がないと考える。,
,,□,家電量販店（本部）,・商品価格の上昇や新型コロナウイルス変異株の影響もあり、景気が上向くのはまだ先になるとみている。,
,,□,乗用車販売店（経営者）,・新型コロナウイルス感染症の影響で依然として個人の行動が控えられている状況下では、販売量を増やすことはしばらく困難だと考える。,
,,□,住関連専門店（役員）,・各企業の動きから分かるが、３月後半から家具や家電業界の動きが鈍化している。経済不安や原材料価格の高騰に伴う値上げにより、生活用品や食品の価格変更が家計を圧迫する大きな要因となっている。,
,,□,その他小売［ショッピングセンター］（統括）,・今後も新型コロナウイルスの感染状況に左右される状態が続くとみている。また、高騰している原材料価格の販売価格への転嫁なども考えられ、消費者の節約志向が一層強まることによる日常消費の低迷が懸念材料である。,
,,□,スナック（経営者）,・前月同様、混とんとした状態で全く先が見えない。ただし、良い方向に向かうとは考えられない。,
,,□,観光型旅館（スタッフ）,・新型コロナウイルスオミクロン株の感染拡大による予約減少に対し、県民割が８月末まで延長され、７月からは市独自の支援策も開始されている。これらの利用による予約の増加を期待している。,
,,□,旅行代理店（従業員）,・新型コロナウイルスの感染状況がどうなるか次第で、先行きは全く見通せない状況である。,
,,□,タクシー運転手,・新型コロナウイルス感染症の第７波に入って、新規感染者数の状況や４回目のワクチン接種者数の増加が、どのように人出に影響するか不明である。,
,,□,通信会社（営業担当）,・ボーナス時期を迎え多少の動きはあるが、大きな変化へつながる要因が見当たらない。,
,,□,通信会社（役員）,・放送、通信サービス共に契約者数は、前年同月と比べると同程度で推移するとみている。,
,,□,通信会社（役員）,・半導体不足が続くことに加え、ロシアのウクライナへの軍事侵攻や円安傾向の収束がみえてこないことから、状況は変わらないと考える。,
,,□,競輪場（職員）,・新型コロナウイルスの感染再拡大により、この先どのように推移するのか不明である。,
,,▲,一般小売店［事務用品］（店長）,・最近、新型コロナウイルス感染症が再びまん延し始めていることや、不安定な世界情勢による様々なジャンルでの値上げなどにより、各家庭での買い控えがますます増えると考える。,
,,▲,一般小売店［鮮魚］（役員）,・新型コロナウイルス感染症の影響によって、宴会や会合等での注文増加の見込みがない。また、物価高による消費の落ち込みを懸念している。,
,,▲,一般小売店［書籍］（従業員）,・８月以降も商品の値上がりは続くため、まだ落ち込むのではないかと考える。,
,,▲,スーパー（仕入担当）,・現在は客単価を維持できているが、今後は競合店との価格競争が過熱し、来客数についての対策が必須になるのではないかと懸念している。,
,,▲,コンビニ（エリア担当）,・コロナ禍や物価高の影響で、やや悪くなると見込んでいる。,
,,▲,衣料品専門店（経営者）,・物価の上昇傾向が、今後も続いていくと考える。,
