,,□,その他レジャー施設［ボウリング場］（経営者）,来客数の動き,・新型コロナウイルスの新規感染者数が減少傾向にあることに伴って、３連休もあり客の動きは以前より活発な感じがする。しかし、団体予約は依然として厳しい。今後、新規感染者数の減少傾向が進めば、年末年始の予約も少しずつ戻ると期待している。,
,,□,住宅販売会社（経営者）,お客様の様子,・新築別荘は建築資材の高騰等から総費用が従来の２～３割上昇しており、手控える動きがみられる。,
,,▲,一般小売店［薬］（経営者）,お客様の様子,・売上、来客数共に減っている。また、客からも、非常に景気が悪くなったとか物価高騰など、景気の悪い話を聞かされている。,
,,▲,コンビニ（経営者）,単価の動き,・暑い時期が過ぎたこともあり、来客数が減ってきている。繁忙期も過ぎ、３か月前と比べると下降気味である。,
,,▲,コンビニ（店長）,来客数の動き,・当店では、週末に来客数が増えて売上は上がる。ただし、ここのところは週末のピークがなくなってきており、今までのように売上が上がってこないので、今月は以前と比べると、かなり厳しい。,
,,▲,ゴルフ場（経営者）,それ以外,・台風や天候不順によるキャンセルが多い。近年、集中的な降雨が非常に多くなっている。また、原価率の高さもかなり気になるところである。,
,,×,商店街（代表者）,来客数の動き,・コロナ禍に加えて、中心街にある百貨店の撤退報道で、これから先、中心街はどうなってしまうのだろうかと不安である。,
"企業
動向
関連

(甲信越)",,◎,建設業（経営者）,受注量や販売量の動き,・建設関連の受注は順調だが、新型コロナウイルスの新規感染者数は余り減少していないので、心配である。,
,,○,食料品製造業（営業統括）,受注価格や販売価格の動き,・新型コロナウイルス感染症もやや落ち着きをみせており、人の流れも多くなってきている。ただし、１人当たりの購入価格は例年より低く、買い控えの傾向がみられる。,
,,○,電気機械器具製造業（経営者）,取引先の様子,・受注につながるまでに時間は掛かりそうだが、見積案件が増えてきている。,
,,□,食料品製造業（総務担当）,受注量や販売量の動き,・前月より受注は若干減少しているものの、おおむね計画どおりに推移している。,
,,□,窯業・土石製品製造業（経営者）,受注量や販売量の動き,・例年の季節商材受注はあるものの、店頭販売品等の受注動向は、依然として低迷している。,
,,□,金融業（調査担当）,取引先の様子,・製造、非製造業共に、原材料価格上昇の影響が広がるなかでの円安の進展は、収益にも影響が出て、２極化が生じている。,
,,□,金融業（経営企画担当）,取引先の様子,・新型コロナウイルスの新規感染者数が減少してきており、観光客も徐々に戻りつつある。ただし、９月は週末や連休に重なる形で台風が発生したため、外出を控えるなど、観光業にとっては良くない状況である。,
,,▲,その他製造業［宝石・貴金属］（経営者）,受注量や販売量の動き,・新型コロナウイルス感染症の影響で、前年９月は予定していた大型展示会が11月に延期して開催されたが、今年は９月に開催できたため、展示会売上分の上乗せがあり、前年比30％増加となっている。しかし、海外からのバイヤーが依然入国できなかったことで、本来の商談会売上ほどは戻っていない。新型コロナウイルスオミクロン株の影響がまだ残っており、卸、小売共に、仕入れは慎重で、ルートセールスは引き続き低迷している。,
,,×,食料品製造業（製造担当）,受注価格や販売価格の動き,・仕入価格は全て上がり、販売価格に転嫁できていない。多少の動きがあっても、利益が出ない。食品製造の仲間が、価格転嫁できないことを理由に、廃業することになってしまった。,
"雇用
関連

(甲信越)",,◎,－,－,－,
,,○,職業安定所（職員）,求人数の動き,・新型コロナウイルス感染症の脅威はいまだあるものの、花火大会等の各地のイベントが２年ぶりに開催される等、新型コロナウイルス感染症の発生前の状況を取り戻しつつあり、宿泊業や観光地のサービス業等の求人が増えている。,
,,□,求人情報製作会社（総務担当）,周辺企業の様子,・特別何かを実感するような動きや話を聞かない。,
,,□,職業安定所（職員）,雇用形態の様子,・先行き不透明な新型コロナウイルスの感染動向や原材料不足、様々な物価高騰、円安等の影響を受けて、派遣やパートなどの需給調整的な求人が増えている。,
,,□,職業安定所（職員）,周辺企業の様子,・前年同月比で有効求人数は増加し、有効求職者数は減少するという傾向は３か月前と同様である。 新型コロナウイルス感染症の行動制限緩和による人流が活発化したことで、飲食、宿泊、小売業等の求人も増えつつある一方で、雇用調整での休業を余儀なくされている企業もある。,
,,□,民間職業紹介機関（経営者）,求人数の動き,・現状の超円安が今後の経済にどう影響するのか、不安ばかりが渦巻いている。原材料の仕入価格高騰に、拍車が掛かっている。,
,,▲,－,－,－,
,,×,人材派遣会社（営業担当）,それ以外,・購買意欲がまるでなく、週末の駅前をみても買物客がいない状況が続いており、小売業は悪い。業者に聞いても暇で仕方がないとの回答である。,
,,,,,,
　６．東海（地域別調査機関：三菱ＵＦＪリサーチ＆コンサルティング株式会社）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(東海)",,◎,一般小売店［土産］（経営者）,来客数の動き,・前年９月は、公共駐車場が約40日間全面閉鎖になり、観光客がシャットアウトされ、90％減少という寂しい状態であった。今年前半も新型コロナウイルスオミクロン株の感染爆発で自宅待機が続いたが、中盤以降は新型コロナウイルス新規感染者数も減少に転じ、終息に向けての歩みを進めている。観光客も80％ほどの回復で観光バスの姿も若干見られる。もう一息である。,
,,◎,百貨店（販売促進担当）,来客数の動き,・新型コロナウイルス感染症対策の自粛ムードが払拭されて、客も来店に抵抗感がなくなっているようである。,
,,◎,乗用車販売店（従業員）,来客数の動き,・客の動き、販売量共に良かった。問合せも多かった。この季節は売れる時期だからかもしれないが、それにしても今月は絶好調であった。,
,,○,商店街（代表者）,来客数の動き,・客単価は相変わらず低いが、来客数は増えている。特に週末は、新型コロナウイルス感染症発生前の状況に近づいている。,
,,○,百貨店（総務担当）,お客様の様子,・新型コロナウイルス感染症第７波の感染状況も落ち着き、平日午後の時間帯や土日を中心に来客数が多く、売上もそれに伴い回復傾向にある。海外の特選ブランドや一部の時計は継続的に入荷待ちで、高額品の需要も継続している。ただし、３連休の台風による閉店時間の繰上げ等は、売上への影響が大きかった。,
,,○,百貨店（営業担当）,来客数の動き,・来店客は、前年より着実に増えてきているが、新型コロナウイルス感染症発生前の2019年の水準には戻らず80％にとどまる。,
,,○,スーパー（販売担当）,来客数の動き,・商品の値上げはそれほど影響していないようである。小売店側の企業努力が、業績の差異を示している。,
,,○,スーパー（販売担当）,来客数の動き,・土日の来客数は以前から多いが、多めに商品をカートに積んでいる姿が見受けられる。,
,,○,コンビニ（エリア担当）,販売量の動き,・新型コロナウイルスの感染状況が少し落ち着き始めた大型連休前後から、来客数が伸び出した。例年よりも気温が高いこともあって飲料などがよく売れ、また、おにぎりやサンドイッチなど行楽商品も堅調に売れた。,
,,○,コンビニ（店長）,販売量の動き,・今月は来客数の減少傾向も収まり、また、僅かではあるが過熱式たばこの一部やビール類で値上げ前の駆け込み需要があったため、売上もやや上昇した。,
,,○,コンビニ（本部管理担当）,来客数の動き,・売上は前年比103.4％と好調であった。天候に恵まれない期間が続いたが、それでも前年を上回る結果となった。物価高が懸念されているが、現時点では、それよりもコロナ禍の緩和効果が追い風となっている。,
,,○,コンビニ（店員）,来客数の動き,・ファーストフードの増量セールや３年ぶりに花火が上がる祭りが近所で開催されたこともあり、来客数が増えた。,
,,○,衣料品専門店（売場担当）,販売量の動き,・クールビズが終わりスーツになるため、セット価格でお買い得な２着で購入する客も増えている。礼服の売上も伸びている。,
,,○,家電量販店（フランチャイズ経営者）,単価の動き,・９月に入ってから高単価な洗濯機やエアコンが前年より売れている。洗濯機はモデルチェンジで単価が上がったが、安い洗濯機が品薄で平均単価を押し上げている。,
,,○,乗用車販売店（経営者）,販売量の動き,・３か月前と比べると新車の納期もめどが立つようになってきた。少しずつではあるが改善している。,
,,○,乗用車販売店（従業員）,販売量の動き,・新車の納期が掛かることと円安の関係で中古車市場が高騰し、新車よりも高い中古車がまん延している。下取りが高いため新車ユーザーの買換えサイクルも早くなってきており、新車販売は前年より増えている。,
,,○,住関連専門店（営業担当）,販売量の動き,・住宅、商業施設共にリフォーム工事が多くなっている。また、受注金額が以前と比べて高くなっている。,
,,○,その他専門店［貴金属］（経営者）,来客数の動き,・毎年恒例の大型催事の来客数、購買単価が上向いた。商店街や街中も以前と比べれば人流が増加し、その結果、売上増加につながった。,
,,○,一般レストラン（経営者）,単価の動き,・諸物価が上昇しているが、客単価も上がっている。,
,,○,その他飲食［仕出し］（経営者）,来客数の動き,・新型コロナウイルス感染状況の落ち着きが大きい。世界情勢、物価高など不安定要素はあるが、前年、前々年と比べれば良くなっている。,
,,○,観光型ホテル（支配人）,来客数の動き,・コロナ禍における行動制限の緩和により、来客数が増加している。,
,,○,都市型ホテル（総支配人）,販売量の動き,・コロナ禍での制限が解除され宿泊も増えてきた。ただし、食事付きの宴会は、企業が自粛していて苦戦している。レストランも厳しい。,
,,○,旅行代理店（経営者）,販売量の動き,・全国的なイベント開催に伴う出張の手配が増えた。個人旅行も10～11月の予約が少しずつ入っている。ただし、全国旅行支援開始の急な動きで、既に予約完了、旅行費用も支払済みの客はどうしたらいいのか。旅行の申込みは、交通機関を伴う場合は最低でも２～３か月前に予約を開始し、日にちが良い場合は半年以上前から計画をするため、急に、宿泊のみの予約で10月からしか対象にならないという運用は良くない。その影響で、キャンセルやダブルブックキングが起きないか心配している。,
,,○,旅行代理店（営業担当）,販売量の動き,・小グループではあるが、コロナ禍を前提とした団体旅行の計画が定着している。ただし、会社行事での旅行や大型の団体旅行は、全く動きがない。,
,,○,旅行代理店（営業担当）,販売量の動き,・客は感染状況に大変敏感で、新型コロナウイルスの新規感染者数が減少してくると旅行申込みが増えてくる。まだまだ団体旅行は新型コロナウイルス感染症発生前の１割であるが、徐々に問合せが増えてきている。着実に景気は上向きにあると肌で感じる。,
,,○,通信会社（営業担当）,販売量の動き,・物品の搬入日なども決まり、工事も進みつつある。,
,,○,テーマパーク（職員）,お客様の様子,・県民割や全国旅行支援など、新型コロナウイルスの感染状況が落ち着いて少しずつ動きがある。,
,,○,美顔美容室（経営者）,販売量の動き,・人気ドリンク商品のキャンペーンがあり、多くの客が購入してくれた。,
,,□,商店街（代表者）,お客様の様子,・複数の取引先が、通常ならこの時季は動きがあるが全く動きが出ず驚いていると言っている。何が原因かはよく分からない。,
,,□,商店街（代表者）,それ以外,・仕入先から軒並み値上げの要請がきており、非常に厳しい。資材や消耗品も全てが値上がりしている。,
,,□,一般小売店［結納品］（経営者）,販売量の動き,・街中の商店街は、まだ新型コロナウイルス感染症の後遺症からなかなか抜け出せずにいる。,
,,□,一般小売店［酒類］（経営者）,販売量の動き,・飲食店への来客数は増えているが、客は新型コロナウイルス感染症発生前のようにはアルコールを飲まない。したがって、10月からメーカー値上げが予定されるアルコールであるが、仮需要が一切起きていない状況である。,
,,□,一般小売店［生活用品］（販売担当）,販売量の動き,・物価高が影響し、財布のひもが緩まない。,
,,□,一般小売店［書店］（営業担当）,販売量の動き,・為替の影響で買い控えがある。,
,,□,百貨店（販売担当）,来客数の動き,・新型コロナウイルス感染症の第７波で来客数が減少したが、少し落ち着き始めてからはテナントビルの施策もあり、徐々に回復してきた。高額品の稼働があり売上は前年比110％で推移したものの、状況は厳しい。,
,,□,百貨店（計画担当）,お客様の様子,・コロナ禍の影響は収まってきているが、買上動向としては今一つ盛り上がりに欠ける。,
,,□,スーパー（店長）,お客様の様子,・魚、肉など食品原料の値上げで１品単価が上がっているため、前年と比較し１人当たり0.5点ほど買上点数は減少しており、結果として売上が落ちている。,
,,□,スーパー（販売担当）,販売量の動き,・商品の単価が上がったため、余分には買わない。,
,,□,コンビニ（企画担当）,販売量の動き,・人の動きは余り変化しておらず、売上への影響もそれほどない。前月の傾向が継続している状態である。,
,,□,コンビニ（エリア担当）,来客数の動き,・客単価は上がっているが、来客数が戻らない。,
,,□,コンビニ（店長）,来客数の動き,・景気は、新型コロナウイルスの感染状況次第で変わる状況が続いている。最近は感染状況が少し収まってきているため、それに伴って特に夜の来客数が多少なりとも伸びてきている。,
,,□,コンビニ（店長）,単価の動き,・来客数は減少傾向だが、客単価は上昇傾向にある。,
,,□,コンビニ（商品企画担当）,それ以外,・本来であれば外出機会が多くなる９月の大型連休であったが、台風等による大雨の影響により想定していた来客はみられず、おおむね３か月前と同水準で売上状況は推移している。,
,,□,衣料品専門店（経営者）,お客様の様子,・一見客からは、最近デパートに出掛けていない、行きつけのブティックが廃業したから立ち寄ったという会話をよく耳にするようになった。以前ならチャンスと思っていたが、小売店、特に物販には明かりが見えないため、妙に納得している。,
,,□,衣料品専門店（店長）,来客数の動き,・解体業の客が仕事を求めて別の地方へ出張するなど職人の客の来店が減少している。一般客については、ＳＮＳなどによる宣伝効果で増加傾向にある。,
,,□,衣料品専門店（販売企画担当）,販売量の動き,・一向に販売量は回復しない。新商品の企画も展示会も不調なままである。,
,,□,乗用車販売店（経営者）,販売量の動き,・受注残はあるが納期の改善はみられない。,
,,□,乗用車販売店（従業員）,販売量の動き,・多少新型コロナウイルス感染症に慣れてきたことによって皆が落ち着いてきた部分もあり、やや悪い程度の水準で変わらない。,
,,□,乗用車販売店（従業員）,販売量の動き,・半導体不足や新型コロナウイルス感染症による海外生産や物流の制約により遅れていた新車生産が少し回復しつつあり、販売量が前年並みに回復してきた。ただし、ハイブリッド車のように半導体を多く使用する車種は、相変わらず生産が遅れているため、全体的にみるとまずまずの状況である。,
,,□,乗用車販売店（営業担当）,販売量の動き,・半年前に受注した商品の入荷によって、単月の売上は３か月前よりは良くなったが、特に変わった様子はない。自動車の場合、登録できなければ売上にならず、在庫も少ないため、値上げ前の駆け込み受注もない。,
,,□,その他小売［ショッピングセンター］（経理担当）,来客数の動き,・ウィズコロナの長期化で麻ひしている面はあるものの、新型コロナウイルスオミクロン株の感染状況に鑑みると、感染に対する不安心理も働いており、商業施設への来客数には大きな増減はない。,
,,□,一般レストラン（スタッフ）,来客数の動き,・今月は週末に雨の日が多かったせいか集客が厳しかった。,
,,□,バー（経営者）,来客数の動き,・コロナ禍での習慣や慣れで、外食しないで自宅でゆっくり過ごしたり外食しても早めに帰宅するようになり、２軒目の需要がほぼない。,
,,□,都市型ホテル（営業担当）,販売量の動き,・新型コロナウイルス新規感染者数の減少傾向がみられるが、宴会利用予約が増加するには至っていない。宿泊、レストランは新型コロナウイルス感染症発生前に近づいてきているが、一堂に集まる宴会は、新型コロナウイルス感染症発生前と比べて40％減少での推移である。,
,,□,旅行代理店（経営者）,販売量の動き,・４月より県民割が実施されていて10月10日までの延長も決定している。県民割の開始当初ほどではないが、売上も好調に推移している。,
,,□,旅行代理店（経営者）,単価の動き,・新型コロナウイルス感染症対策による移動制限もなくなり、人の移動は増えつつある。一方で様々な価格改定の影響が出てきている。県民割などの割引で旅行需要は出てきているが、この先、その需要が持続するかは予断を許さない。,
,,□,タクシー運転手,お客様の様子,・今月は３連休が２回あり、台風の影響も少しあったが、大型会場で行われた子供向けイベントでは客が非常に多く入った。結婚式も３年前はキャンセルが相次いで少なかったが、徐々に回復して今月は特に多かった。ただし、夜はまだ少し悪い。,
,,□,通信会社（企画担当）,販売量の動き,・新規契約者数は、前月よりは回復しているものの、前年比では約７割と大きく減少している。,
,,□,通信会社（営業担当）,お客様の様子,・特に３か月前と変わらない。,
,,□,テーマパーク職員（総務担当）,お客様の様子,・入園者数、販売状況などに変化がみられない。,
,,□,観光名所（案内係）,お客様の様子,・まず人出が少ない。,
,,□,美容室（経営者）,お客様の様子,・少しずつ景気は良くなっているが、かなり物価が上昇しているため電気代やガソリン代が高くなったという客がやはり多い。,
,,□,設計事務所（経営者）,来客数の動き,・悪い状態が変化していない。相変わらず本当に小さな案件が時々ある程度である。仕事を変えなければいけないかもしれない。,
,,□,住宅販売会社（従業員）,販売量の動き,・コロナ禍もかなり落ち着いてきた。販売量の変化は余りみられず、ゆっくりと回復していくのではないか。,
,,□,その他住宅［不動産賃貸及び売買］（営業）,販売量の動き,・９月に入り少しずつ客入りが多くなる傾向にあるが、単価はかなり低くなった。,
,,▲,商店街（代表者）,来客数の動き,・当日来店のほかに電話等での事前注文が結構なウエイトを占めていたが、ここ２～３か月、特に今月は事前注文が激減している。,
,,▲,一般小売店［高級精肉］（常勤監査役）,販売量の動き,・コロナ禍からの出口は見えてきた。,
,,▲,一般小売店［土産］（経営者）,お客様の様子,・首都圏向けの販売が弱含みである。ＥＣでの購買にも力強さがない。,
,,▲,一般小売店［贈答品］（経営者）,お客様の様子,・３か月前と比べて景気は少し悪くなっている。例年９月は企業の決算もあり、予算消化のため記念品等贈答品の購入が秋口に向かって増えるが、諸物価の上昇や新型コロナウイルス感染症の収束が見えないことで、先行きを考えて予算を使わずコストを抑えている。法人の需要が伸びず、個人の需要も相変わらず伸びなかった。,
,,▲,百貨店（売場主任）,それ以外,・例年９月は新作待ちで商品も少なく中途半端な月である。今年は売場改組に入っているため　売上も厳しい。毎月どこかのブランドが値上げになるので、そのたびに話題にするが今のうちに買おうという客はいないため、売上には結び付いていない。,
,,▲,百貨店（経理担当）,お客様の様子,・新型コロナウイルスの新規感染者数はピークアウトしつつも、依然、企業における接待や個人のレジャーに対しては慎重な姿勢がうかがえる。,
,,▲,スーパー（店長）,お客様の様子,・来客数が大幅に減少した。より安価で売る店への移行が大きい。,
,,▲,スーパー（店員）,販売量の動き,・商材が高くなっており非常に売りにくい状況にある。客は、高くなっている分、目的買い以外はなかなかしない。,
,,▲,スーパー（店員）,販売量の動き,・りんごやみかんなどの初物が店頭に並び始めたが、平常と変わらない購買の様子である。飲食店の買い出しがほとんど少量で、ダメージは大きい。,
,,▲,スーパー（店員）,販売量の動き,・原料値上げの影響を単価でカバーしてきたが、来客数の減少もあり、かなり厳しい状況が続いている。,
,,▲,スーパー（営業企画）,お客様の様子,・商品単価が上昇するなかで食料品においても消費が２極化している。全体的には来客数、客単価、買上点数が低下しており節約志向の傾向ではあるが、アップグレードの店舗においては影響が少ない。,
,,▲,衣料品専門店（売場担当）,お客様の様子,・催物を実施しても、集客は一定程度あるが購入には至らないケースが多い。購入しない理由として、支出を抑えているからという声が多い。,
,,▲,家電量販店（店員）,単価の動き,・冷蔵庫やエアコンの買換えなどで、予算がないため安い物でよいと言う客が増えてきた。,
,,▲,乗用車販売店（従業員）,販売量の動き,・最近になって、ますます身近なところで物価上昇を実感するようになってきた。客との会話でも物価高で買う物を絞らざるを得ないという消費に後ろ向きの言葉が多く聞かれるようになった。,
,,▲,一般レストラン（経営者）,お客様の様子,・来店客は近隣のほぼ町内の客で占められている。公共交通機関を利用して来店する客はほとんどいない。,
,,▲,一般レストラン（経営者）,来客数の動き,・以前のような常連客の来店頻度が少し落ちている。,
,,▲,一般レストラン（従業員）,単価の動き,・今まで団体客の食事は、コース料理4000円くらいがメインであったが、最近はそれぞれで定食を頼むケースが多い。,
,,▲,その他飲食［ワイン輸入］（経営企画担当）,お客様の様子,・今秋に値上げ予定の商材については、仮需要があり販売量はコロナ禍では10％程度の増加となっている。ただし、値上げは印象としても実感としても客の心象に深く刻まれており、今後は消費量を減らすと言う客が多い。,
,,▲,観光型ホテル（経営者）,来客数の動き,・新型コロナウイルスの感染状況は８月末をめどに落ち着いてきているが、新たな法人客やグループでの団体需要が３か月前の６月ほどは新規に発生していないため、やや悪い状況である。,
,,▲,タクシー運転手,来客数の動き,・来客数が減っている。,
,,▲,通信会社（サービス担当）,販売量の動き,・工事不要、ケーブル不要の置型Ｗｉ－Ｆｉへの切替えをする客で、固定電話の解約が目立っている。,
,,▲,レジャーランド（職員）,来客数の動き,・３連休が２回あり集客の増加を期待していたが、２度の台風接近により残念な結果となった。新型コロナウイルス感染症の第７波により、シニア団体のほとんどが取消しとなった。,
,,▲,ゴルフ場（支配人）,来客数の動き,・今月初旬から天候不順が続き週末等の台風の影響もあり、入場者数は予算を大きく下回った。予約数はそこそこであったにもかかわらず、雨によるキャンセルも多く残念な結果となった。,
,,▲,その他レジャー［スポーツレジャー紙］（広告担当）,来客数の動き,・購入者層の集客が前年と比べ減少している。地域によっては前年比で70％程度のところもある。,
,,▲,理美容室（経営者）,来客数の動き,・客が髪を切りに来る間隔が延びている。,
,,▲,美容室（経営者）,来客数の動き,・まだまだ暑い日が続いているため、客の出足もやはり悪い。もう少し涼しくなるまでは、回復は難しいと考えている。,
,,▲,美容室（経営者）,お客様の様子,・まだ新型コロナウイルス感染症の影響がある。,
,,▲,その他サービス［介護サービス］（職員）,単価の動き,・仕入物品の価格改定が９月から徐々に始まっている。,
,,▲,設計事務所（職員）,お客様の様子,・客からは景気の良くなる話は出てこない。,
,,▲,住宅販売会社（従業員）,競争相手の様子,・下請業者から仕事量が程よく回るようになってきたと聞いている。,
,,▲,その他住宅［住宅管理］（経営者）,お客様の様子,・物流倉庫関連の仕事をしているが、荷物１個１個には人件費等様々なコストが掛かり利益を圧迫している。経営者の話では、国の特別支援を受けて来年自動化にシフトすると聞いている。,
,,×,商店街（代表者）,お客様の様子,・客の話を聞くと、皆、インフレが続いてこの先はどうなるかと考えているようである。,
,,×,コンビニ（店長）,販売量の動き,・前月同様、明らかに購買力が低下している。おにぎり１個のみ購入の客や買上点数が３点以内の客が、この夏は顕著に表れた。さらに、データからは喫煙をついに止めた人が相当数いるように推察される状況である。,
,,×,パチンコ店（経営者）,販売量の動き,・来客数の動きから、悪くなっている。,
,,×,住宅販売会社（経営者）,それ以外,・物価が上がっているため、分譲住宅購入時のローン支払に影響が出るのではないかと心配している。,
,,×,住宅販売会社（従業員）,販売量の動き,・契約者数が前年より20％減少した。物価の上昇や先行きの不安なのか販売数が落ちている。住宅は不要不急と考え購入を控えている人がより増えているように見受けられる。,
"企業
動向
関連

(東海)",,◎,－,－,－,
,,○,建設業（営業担当）,取引先の様子,・新型コロナウイルス感染症の影響等で遅れていた仕事や、部品が海外から入るようになった通常の仕事と、年度末に向けての仕事が重なって仕事量が増えてきたため、比較的景気は良くなっている。,
,,○,金融業（従業員）,取引先の様子,・飲食や旅行への金の使い方が、新型コロナウイルス感染症対策で規制されていた時期と比べかなり増えている状況で、飲食店オーナーなどの話からは、景気は良くなっているようである。,
,,○,金融業（従業員）,取引先の様子,・新型コロナウイルスの感染状況は比較的落ち着いた様子であるが、業種によっては良くない方で円安の影響がある。,
,,○,公認会計士,取引先の様子,・新型コロナウイルス感染症を巡る経済活動の制限が緩和され、原材料の価格高騰による価格転嫁も徐々に進みつつある。消費者も新型コロナウイルスに対する抵抗感が薄れ、新型コロナウイルス感染症発生前のような生活に戻りつつあり、客単価の上昇や来店客の増加がみられる。売上が前年同月を上回る企業が多い。,
,,○,会計事務所（職員）,取引先の様子,・飲食店が少しずつ売上を伸ばしている。法人が赤字から脱却して黒字になってきている。,
,,○,その他非製造業［ソフト開発］（経営者）,受注量や販売量の動き,・少し風向きが変わり、引き合いは８月より多くなって活気が出てきた。設備投資に少し前向きになってきたようである。ただし、相変わらず自動車関連の会社は良くない。,
,,□,食料品製造業（経営企画担当）,受注量や販売量の動き,・上半期の販売状況は天候にも恵まれ堅調に推移したが、下半期に向けては原材料価格、エネルギーコストの高騰など不安定な要素ばかりで、少しの油断もできない状況である。,
,,□,金属製品製造業（経営者）,受注価格や販売価格の動き,・原材料価格の上昇が続いているが、価格転嫁がしにくい状況が継続している。併せて電気料金の上昇が非常に大きくなっており、生産の継続が大変な状況である。,
,,□,金属製品製造業（従業員）,受注価格や販売価格の動き,・仕事量はそれなりに出ているが、原材料価格の高騰に対する価格転嫁が進まないため、収益性はむしろ落ちている。,
,,□,一般機械器具製造業（営業担当）,受注量や販売量の動き,・円安で価格競争力はあるが、原材料費と輸送費が高騰しているため、余りもうけが出ない状態が続いている。納期が延びている部品があり、製品納期が長いため客の要望に沿えず失注する案件も出てきた。,
,,□,電気機械器具製造業（営業担当）,受注量や販売量の動き,・高額商品の動きが良くなっている。,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・ここ３か月程度は、材料購入量に当たる受注量・生産量には特に変動はなく、ほぼ横ばいである。,
,,□,輸送用機械器具製造業（品質管理担当）,取引先の様子,・取引先の人員整理でいろいろなところに転籍になった人がとても増えた。,
,,□,輸送業（経営者）,受注量や販売量の動き,・部品不足による生産量の低下、値上げによる消費財の販売低迷により、製造業、流通業共に荷量が減少している。,
,,□,輸送業（従業員）,受注量や販売量の動き,・荷主の業種により、大口の引き合いもあれば、自動車関連は出荷量が安定せず苦戦が続いている。例年は９月から年末まで忙しい時期が続くが、ここ２～３年、新型コロナウイルス感染症が流行してからは読めない状況が続く。,
,,□,通信業（法人営業担当）,それ以外,・実質ＧＤＰは新型コロナウイルス感染症発生前に近い水準になったが、不安材料があり本格回復とはいかない。,
,,□,金融業（企画担当）,取引先の様子,・仕入価格の上昇を価格に転嫁する企業が増加している。現時点では吸収できていても、仕入価格の上昇が続くようだと販売価格に転嫁できない企業は厳しくなってくる。,
,,□,不動産業（経営者）,それ以外,・徐々に新型コロナウイルスの新規感染者数が減少傾向にあり、外出や遠出をする人が増加傾向になっている。今月の売上も前年を上回る状況となっている。,
,,□,不動産業（経営者）,受注量や販売量の動き,・問合せなども一段落した。,
,,□,広告代理店（制作担当）,取引先の様子,・新型コロナウイルスワクチンの複数回接種や感染症そのものにも慣れてきている感もあり、イベント等の広告出稿の引き合いは微増しているように見受けられる。,
,,□,行政書士,受注量や販売量の動き,・野菜を扱う業者は、通年稼働ではなく８か月稼働で４か月は暇であるため、今年のように気候変動があると経営が苦しいという。,
,,▲,食料品製造業（営業担当）,受注量や販売量の動き,・物価の上昇に伴い、受注量が大幅に落ちている。,
,,▲,パルプ・紙・紙加工品製造業（顧問）,受注量や販売量の動き,・新型コロナウイルス感染症、ウクライナ情勢の長期化、円安、半導体不足、材料費や輸送費の高騰等の影響があり、なかでも自動車関連の受注量、販売量が減少し、景気はやや悪いままである。,
,,▲,化学工業（営業担当）,受注量や販売量の動き,・液晶、半導体等の業界で在庫調整があり、容器の出荷量が減少した。,
,,▲,窯業・土石製品製造業（社員）,受注量や販売量の動き,・自動車関係の部品素材製造向け消耗品は、通常より２割程度少ない。電子部品関係は順調であるが、残業して生産するまでの受注量ではない。,
,,▲,輸送用機械器具製造業（管理担当）,それ以外,・継続的な円安に加えて値上げラッシュで、先行き不安でしかない。,
,,▲,建設業（役員）,受注量や販売量の動き,・当地域の特性か、自動車業界に関連する客の動きが悪い。毎年秋口は集客が伸びるが、今年は悪く販売件数が伸びてこない。車の生産が落ち込んでいるためか、従業員からは景気の先行きに不安の声も聞くので厳しい。,
,,▲,輸送業（エリア担当）,受注量や販売量の動き,・欧米との貨物量が減っている。,
,,▲,通信業（法人営業担当）,受注量や販売量の動き,・半導体不足の影響を受け、ＩＰ電話の開通に必要な機器を調達できず客の要望に応えられないケースが増えている。受注目標に対して、年度末着地としては相当数の未達が予想される。,
,,▲,不動産業（開発担当）,受注価格や販売価格の動き,・分譲住宅市場の売行きは、芳しくない状況である。,
,,▲,その他サービス業［ソフト開発］（社員）,受注価格や販売価格の動き,・10月から様々な商品の値上げが予定されているが、買いだめするほどの購買意欲は見受けられない。やはり賃金の問題である。,
,,×,鉄鋼業（経営者）,受注量や販売量の動き,・受注量、販売量共に８月より落ちている。季節要因で９月から年末までは通常月より20％ほど受注量の多い時期であるが、今年は例年より良くなかった８月から更に落ちている。通常と比べると25％ほどの落ち込みではないか。,
,,×,電気機械器具製造業（総務担当）,それ以外,・景気全体に停滞感がある。個々の企業としては、原材料の価格高騰で適正利益を確保するために販売価格へ転嫁したいところではあるが、取引先の中には当初契約を盾に認めないとする姿勢がみられ、困惑している。,
,,×,輸送業（エリア担当）,取引先の様子,・取引先の事務機器メーカーによると、上半期末の９月は、予算状況をみながら駆け込みで事務機器を買換える得意先が大抵あるが、今年は軒並み延期となっているそうである。景気が悪い証拠である。,
,,×,通信業（総務担当）,それ以外,・物価上昇により、食品など必需品以外の買い控えが始まっている。賃金アップが伴っていないため、サービス関連まで消費が向かっていかない。,
"雇用
関連

(東海)",,◎,－,－,－,
