,,○,衣料品専門店（売場担当）,販売量の動き,・気候に左右されるため、寒くなるとスーツの販売量は増える。スーツだけでなくアウター等の暖かい物を求める客が多くなってきた。,
,,○,乗用車販売店（経営者）,販売量の動き,・前月よりは下がったが、３か月前と比べると需要は増えている。,
,,○,その他小売［ショッピングセンター］（経理担当）,来客数の動き,・来客数は安定基調だが、物価高騰の影響は引き続き受けている。購買にまでつながっていない部分がある。,
,,○,高級レストラン（経営企画）,来客数の動き,・来客数は、前年や新型コロナウイルス感染症発生前の水準を超えている。業態や個々の店舗によっては、厳しいところもある。,
,,○,一般レストラン（従業員）,来客数の動き,・忘年会シーズンに向けて、たくさんの予約が入っている。,
,,○,観光型ホテル（経営者）,来客数の動き,・３か月前と比べると気候が良くなり、秋の行楽シーズンだったこともあって、宿泊客は団体客を中心に20％から25％増加している。新型コロナウイルス感染症発生前に戻ったような需要の底堅さがある。,
,,○,都市型ホテル（営業担当）,販売量の動き,・訪日外国人の増加に伴う宿泊増加、法人客の宴会利用増加などで好調に推移している。,
,,○,旅行代理店（経営者）,お客様の様子,・年末や春休みでの海外旅行の予約がようやく入るようになった。ソウルのような近場なら、行きたいと思えば１週間前の予約でも我慢せずに行けるようになり、海外旅行に魅力を感じる客層にはようやくコロナ禍が明けたようにみえる。2024年には円安と燃油料が少し緩和し、さらに家族海外旅行も復活するよう期待している。,
,,○,旅行代理店（営業担当）,販売量の動き,・団体旅行は９月から徐々に増え始め、10～11月の２か月間に集中した。受入れ側のバスや宿泊施設等が飽和状態で、一部は予約が取れず12月以降へ誘導する状況であった。,
,,○,旅行代理店（営業担当）,お客様の様子,・秋の行楽シーズンはピークを過ぎたが、個人旅行、団体旅行共に利用者が大変多く、完全に新型コロナウイルス感染症発生前の状況に戻った。３年間我慢した反動で、特に団体旅行を実施する企業や組織が多くあった。,
,,○,ゴルフ場（支配人）,来客数の動き,・今月はゴルフシーズンでもあり、天候にも恵まれ入場者は順調に推移している。ほぼ前年並みの入場者数だが、３か月前と比べるとやや良くなっている。,
,,○,美顔美容室（経営者）,販売量の動き,・新商品のキャンペーンが始まっており、該当商品の売上が好調である。,
,,□,商店街（代表者）,お客様の様子,・余り動きが良くない。新型コロナウイルス感染症の影響があるのか、停滞した状況がずっと続いている。,
,,□,商店街（代表者）,販売量の動き,・来客数、販売量に関しては高止まり状態である。週末は人が多すぎて、かえって購買の障害になっている。売上を上げるには客単価の上昇が必要だが、客単価は相変わらず低い。,
,,□,商店街（代表者）,お客様の様子,・客からは、良くも悪くもならないという声を聞く。,
,,□,商店街（代表者）,それ以外,・仕入価格や燃料等の経費が上昇し続けている。インボイス制度の事務負担費用もかさみ、利益がほとんど出ない状況である。,
,,□,一般小売店［高級精肉］（常勤監査役）,販売量の動き,・ボーナスが期待でき、高級ギフトが売れている。,
,,□,一般小売店［結納品］（経営者）,販売量の動き,・例年11月は非常に悪いが、今年は輪を掛けて悪い。,
,,□,一般小売店［贈答品］（経営者）,お客様の様子,・お歳暮の早期受付が始まったが、物価高の影響で商品の価格が上がっていることもあり、個人・法人客の注文数は前年より増えていない。節約志向が強くなっていて財布のひもは固い。ただし、贈答品でなく自家需要は増加している。,
,,□,一般小売店［酒類］（経営者）,来客数の動き,・連休があると、その前後は飲食店への来客数が減少する。,
,,□,一般小売店［生活用品］（販売担当）,販売量の動き,・行楽シーズンになり人出は増えているが、買い控えは継続している。,
,,□,一般小売店［書店］（営業担当）,販売量の動き,・年度末の予算消化が始まりつつあるが、引き続き円安の影響には改善がみられる。,
,,□,百貨店（経理担当）,販売量の動き,・引き続き催事やレストラン部門の売上は好調に推移しているが、気温が平年より高い日が多かったため、衣料品の売行きはやや低調である。,
,,□,百貨店（営業担当）,お客様の様子,・引き続き来客数は前年を上回っているが、客単価が下がってきている。以前と比べて物販のニーズが下がって、旅行などのコト消費に向かっている。,
,,□,百貨店（営業担当）,お客様の様子,・来客数は前年を上回っているが、新型コロナウイルス感染症発生前には戻っていない。ただし、物価高もあり客単価は上昇傾向にある。,
,,□,百貨店（営業担当）,来客数の動き,・行事等により来客数が増えて購入に至ることもあるが、目的買いで終わってしまうことが多い。,
,,□,百貨店（販売担当）,お客様の様子,・客の購買意欲は高まっており来客数も増加している。しかし、中低価格帯が稼働しているため、客単価がなかなか上がらない。,
,,□,スーパー（店員）,来客数の動き,・平日、土日共に来客数の変化はない。売上が上がっているのは値上げによるためで、利益的には厳しい。,
,,□,スーパー（店員）,単価の動き,・本格的な寒さが到来し、鍋物関連の白菜や肉などが順調に売上を伸ばした。みかんも売れているが、箱買いではなく必要分だけの袋買いなので、景気は横ばいと感じる。,
,,□,スーパー（営業企画）,お客様の様子,・来客数、客単価共に大きな変化はみられないが、１品単価は上昇し買上点数は減少している。節約消費を志向しつつ、し好品にも出費するメリハリ消費の傾向が更に進んでいる。,
,,□,コンビニ（エリア担当）,来客数の動き,・夏から売上、来客数共に好調である。前年11月は全国旅行支援などの施策で好調であったが、今年はそれと同等、若しくは店舗によっては前年を超える売上、来客数になっている。,
,,□,コンビニ（店長）,来客数の動き,・来客数は前年比で２割程度増えていたが、増加のペースが落ちてきている。この先、来客数の増加は見込めない。,
,,□,コンビニ（商品企画担当）,来客数の動き,・来客数は引き続き横ばいである。若干の単価上昇はみられるものの、来客数の増加に向けた販売促進企画などの充実が必須である。,
,,□,コンビニ（本部管理担当）,来客数の動き,・売上平均は前年比107％と好調であった。コロナ禍の前年と比べ、今年の春から継続して高い売上を保持している。しかし、物価高と経費増大により利益の捻出は容易ではなく、自社のみならず、小売業界全体にいえることである。,
,,□,衣料品専門店（経営者）,お客様の様子,・ショーウィンドウの商品が前から気になっていたといって来店した客が、比較的高額商品にもかかわらず購入した。質の高い商品を求める客には、景気に左右される人が少ない。,
,,□,衣料品専門店（販売企画担当）,販売量の動き,・前月に続き売上は維持している。好調とまではいかないが今までがとても悪かった。急に冷え込みが強くなり、季節要因もあるが、それを除外してもまずまずである。,
,,□,衣料品専門店（売場担当）,お客様の様子,・３か月前と同様に必要最低限の物しか購入されず、平均単価にも変化がみられない。,
,,□,乗用車販売店（従業員）,販売量の動き,・物価上昇で生活に必要なコストがますます増加しているという声が多く聞かれる。生活に余裕が持てないため今必要な物に購入を絞っている客は、なかなか先を見据えた商談に乗ってくれない。,
,,□,乗用車販売店（従業員）,来客数の動き,・全体的な動きが良くないが、前月よりはまし程度の印象を受ける。問合せや来客数はそれなりにあったが、販売に結び付いていない。非常に判断が難しいところである。,
,,□,乗用車販売店（営業担当）,販売量の動き,・９～10月の販売量及び来客数がひどく低調だったため、その頃よりはましになっているが、上向いてきているというほどでもない。３か月前と比べると、余り変わっていない。,
,,□,その他専門店［貴金属］（経営者）,来客数の動き,・物価高騰のあおりを受けているのか、来客数が減少している。,
,,□,一般レストラン（経営者）,来客数の動き,・例年と比べ客の来店頻度がやや少ない。,
,,□,その他飲食［仕出し］（経営者）,お客様の様子,・株価が上昇したり、企業では最高益がみられたりしても、生活実感として景気が良いとはいえない。,
,,□,旅行代理店（経営者）,販売量の動き,・多少、旅行需要も増加してきたが、まだ以前のような状況ではない。,
,,□,旅行代理店（経営者）,それ以外,・クリスマスの装飾も簡素化の一方でにぎやかさも減るとともに、ターミナル駅前にも繁華街にも空き店舗が目立ち始めてきた。夜の居酒屋でも、繁盛店と全く客が入っていない店が極端である。,
,,□,通信会社（企画担当）,販売量の動き,・解約数は安定しているものの、新規獲得数が低水準で推移している。,
,,□,通信会社（営業担当）,お客様の様子,・機器の単価に加え、工事費の改定も実施されたなかで小規模案件の受注はある。しかし、大規模の案件となると見積額にも大きな影響が出るため、発注までの判断時間が長くなり、失注又は保留が増えている。,
,,□,通信会社（サービス担当）,お客様の様子,・新規申込みも増加しているが、廃止の申込みも増加している。,
,,□,テーマパーク職員（総務担当）,来客数の動き,・入園者実績は前年同月比73％で、１万8000人弱の減少となっている。,
,,□,観光名所（案内係）,お客様の様子,・街中のメイン通りの人通りが依然として少ない。とても景気の良しあしを考えるどころではない。,
,,□,美容室（経営者）,お客様の様子,・客の声を聞くと休日に出掛ける人もいるが、一方で、物価の上昇で何もできない、食費の値上がりで苦しいという話も多い。景気が良いのか悪いのか判断が付かない。,
,,□,設計事務所（経営者）,来客数の動き,・悪い状態が変わらない。,
,,□,住宅販売会社（従業員）,販売量の動き,・横ばいで、大きな変化はみられない。,
,,□,その他住宅［展示場］（従業員）,来客数の動き,・コロナ禍であった前年をはるかに下回っている。回復する傾向がみられない。,
,,□,その他住宅［不動産賃貸及び売買］（営業）,来客数の動き,・閑散期のこの時期は来客数が上がらないため、何とか繁忙期に向けて体制を整えている。,
,,▲,一般小売店［生花］（経営者）,販売量の動き,・じわじわと来客数、販売量共に落ちてきていることを実感している。必要な物だけ購入する客が増えている。,
,,▲,百貨店（売場主任）,それ以外,・メーカーが余り製造をしないのか、製品のサイズがそろっていない。メーカー在庫よりも、取扱のある他店舗から客注として取り寄せる場合が多い。,
,,▲,スーパー（店長）,販売量の動き,・11月に入っても気温が高い日が続いていたことで、例年なら売れている鍋用食材等、寒くなると売れる商品の動きが鈍く、買上点数が落ちた。,
,,▲,スーパー（店員）,販売量の動き,・値上げ自体はある程度受け入れられて、売上金額では100％を超えているが数量では90％台前半が続き、競合他社と比較しても苦戦している。,
,,▲,スーパー（販売担当）,お客様の様子,・11月中旬まで暖かく、夜でも出足が好調だったが、ここ最近は寒くなり、18時頃のにぎわいがない。,
,,▲,スーパー（総務）,販売量の動き,・全ての物が価格高騰し、販売量が増えない。,
,,▲,コンビニ（エリア担当）,単価の動き,・前年の値上げラッシュから一回りし、値上げへの抵抗も出ており、客単価が前年を下回った。,
,,▲,コンビニ（店長）,販売量の動き,・11月は日によって寒暖差が激しく、飲料の売上が振るわなかった。全体の売上も５％減少となり苦戦した。,
,,▲,コンビニ（店長）,来客数の動き,・夜間帯の来客数が減少している。客単価も節約傾向が強くみられるほど低下している。,
,,▲,家電量販店（店員）,単価の動き,・買換えが中心だが、余り高価な商品は選ばれない。,
,,▲,家電量販店（フランチャイズ経営者）,単価の動き,・今月はダイレクトメールセールを行っているが、大型商材が売れず客単価が低い。,
,,▲,乗用車販売店（従業員）,販売量の動き,・新車を注文しても納期が掛かる上に改良を控えている車種も多く、多くの車が注文できなくなっている。買いたくても買えない、売りたくても売れない状況が続いている。,
,,▲,一般レストラン（経営者）,販売量の動き,・客単価が伸びず、客の来店回数も減っている。,
,,▲,一般レストラン（経営者）,来客数の動き,・客は収入が伸び悩んでいるようで、来店回数が減ってきている。,
,,▲,その他飲食［ワイン輸入］（経営企画担当）,販売量の動き,・今年春頃までは、賃上げの気運もあり値上げも受け入れられていたが、夏以降の値上げは売上数量への影響が大きく、販売量が前年比10％程度減っている。,
,,▲,タクシー運転手,来客数の動き,・１日を通してタクシーの利用客が減っている。インバウンドも少ない。年末前の自主的な自粛行動と考える。,
,,▲,タクシー運転手,来客数の動き,・客の動きが少し悪い。,
,,▲,タクシー運転手,お客様の様子,・夏頃は出足が良くなってきて、そのまま上向いていくとみられたが、ここ１か月ほどは乗車率が段々と悪くなり、売上が落ち込む日が多い。,
,,▲,理美容室（経営者）,来客数の動き,・客が余り来ない。,
,,▲,美容室（経営者）,お客様の様子,・円安の影響か、昨今の物価高で光熱費やガソリン代など全てが上がっているため、客の財布のひもが固い。,
,,▲,住宅販売会社（従業員）,競争相手の様子,・コスト的には非効率な注文住宅から、ローコスト化ができる分譲住宅への取組が増えてきた。,
,,▲,その他住宅［住宅管理］（経営者）,お客様の様子,・施主との打合せは増えてきたが、物価高によるブレーキが掛かり、受注には時間が掛かる。経済の回復が進まず、この先が心配である。,
,,×,スーパー（店長）,来客数の動き,・来客数が前年比95％を上回る月がない。,
,,×,美容室（経営者）,それ以外,・今月も天候が不順だったので、出足も悪かった。,
,,×,住宅販売会社（経営者）,競争相手の様子,・物価の上昇で生活費に金が掛かり、住宅購入には大きな負担が伸し掛かっている。なかなか住宅が購入できない状況である。,
"企業
動向
関連
 
(東海)",,◎,－,－,－,
,,○,パルプ・紙・紙加工品製造業（顧問）,受注量や販売量の動き,・季節的な青果物関連の出荷が始まり、他の物流も多少は多くなり、受注量、販売量共に増加している。,
,,○,一般機械器具製造業（営業担当）,受注量や販売量の動き,・北米自動車向けの設備投資は、円安で現地での価格が下がっていることもあり、引き合い、問合せ共に増えている。,
,,○,金融業（従業員）,それ以外,・ブラックフライデーや年末商戦に向け、日常の様子も活気付いている。外国人観光人の出入りも活発であり、景気は良くなっている。,
,,○,金融業（従業員）,取引先の様子,・円安の動きはあるものの、インバウンドなどにはそれが良い方向に作用し、比較的景気は良い。自動車産業においてもさほど低迷感はなく、例年と比べて生産が活発で忙しい状況が続いている。,
,,○,不動産業（経営者）,それ以外,・例年同様に晴れの日が多く、また、新型コロナウイルス感染症についての不安は更に減少していることから、前月同様に外出や遠出をする人が増加傾向にあり、今月の売上は前年を上回る状況となっている。,
,,○,公認会計士,取引先の様子,・売上と営業利益に着目すると、特に自動車産業など製造業の回復がみられる。要因としては半導体不足が落ち着き、製造が増えたことがある。また、円安によって輸出産業も回復傾向にある。非製造業についてもインバウンドなどの効果があり、観光産業及び主要都市の飲食業は回復傾向である。,
,,○,その他非製造業［ソフト開発］（経営者）,受注量や販売量の動き,・周りで廃業する企業が散見される。企業継承はかなり難しく、当社にも前年に続き２件目のＭ＆Ａの相談が来ている。景気はまだら模様が続いているが、当社においてはまずまず案件が入っている。,
,,□,化学工業（総務秘書）,それ以外,・レストランや会合の弁当を予約しようとすると、予約が一杯で対応できないというケースが多く、50％程度の確率で断られている。アフターコロナのイベントや会食の復活は明らかで、コミュニケーションが増えている状況から、良好な景気が継続している。,
,,□,金属製品製造業（従業員）,受注量や販売量の動き,・引き続き受注状況は悪くない、という意味では変わらないが、利益確保や納期をめぐる混乱などが懸念される。,
,,□,電気機械器具製造業（営業担当）,受注量や販売量の動き,・新製品の効果もあるものの、全体的にはふだんと余り変わらない。,
,,□,電気機械器具製造業（企画担当）,受注量や販売量の動き,・新型コロナウイルス感染症が収まって、消費が活発化しつつある。他方で物価の上昇など消費を抑える状況も発生しているため、先行きが不透明になっている。,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・受注量、生産量共に前月比でマイナスである。微減ではあるが減少傾向にある。,
,,□,輸送用機械器具製造業（品質管理担当）,受注量や販売量の動き,・客先の生産計画上、３か月前と余り変わっていない。,
,,□,輸送用機械器具製造業（管理担当）,それ以外,・値上げはいまだに続いており、減税もどうなるか分からない。ガソリン税の減税が確定しても、安心材料にはならない。,
,,□,建設業（営業担当）,取引先の様子,・作業や工事の受注はあり、見積依頼もある。ただし、前年度に決まった予算の範囲では、材料の価格高騰により部品等が入手困難なこともあるため、一概に景気が上向きとは判断できない。,
,,□,輸送業（経営者）,受注量や販売量の動き,・国内においては生活必需品を中心とした消費財、建築関連を中心とした生産財共に物量の低迷が続いている。国際物流においては日中間の物量に回復の兆しがみえない。,
,,□,輸送業（従業員）,受注量や販売量の動き,・仕事の受注量は、総量としては増加傾向にあるが、大口の案件は以前ほどではなく、細かい案件が増えた印象を受ける。年度末まではこのままの状態が続く見込みである。,
,,□,輸送業（従業員）,受注量や販売量の動き,・企業間物流が鈍化傾向にある。一部企業では回復傾向にあるものの、輸送物量は前年並みである。その一方で、人材は物流の2024年問題で採用難になっている。,
,,□,輸送業（エリア担当）,競争相手の様子,・同業他社から、荷物の量が低迷しており四苦八苦しているという話を聞く。特に燃料費の値上がりや、いろいろなところで経費のしわ寄せがきているとか、物流の2024年問題でドライバー不足が解決できない、という声が多い。,
,,□,通信業（法人営業担当）,それ以外,・食費の高騰による買い控えや実質賃金の減少など市民生活の実状が、景気の下降にもかなり影響を及ぼしている。,
,,□,通信業（法人営業担当）,受注量や販売量の動き,・公共事業は新年度の予算化申請時期であり、たくさん提案を実施するものの、採用される気配はない。法人の投資控えと公共の予算不足は相変わらずで、打開策もない様子である。,
,,□,金融業（企画担当）,取引先の様子,・特に中小・零細企業では、仕入価格の上昇を販売価格に転嫁できておらず、粗利の低下が顕著である。そのような状況では、社員の給与も上げることも難しい。当面、現状の景気が続く。,
,,□,不動産業（開発担当）,受注価格や販売価格の動き,・前月同様に工事費価格が高止まりするなかで、住宅分譲については販売状況が芳しくないため、価格転嫁ができていない状況である。,
,,□,広告代理店（制作担当）,取引先の様子,・広告受注量は全体的に微増しているが、物価高騰により客の購買意欲は積極的とは言い難い。,
,,□,会計事務所（職員）,取引先の様子,・最低賃金の改定については、以前ほど支払が苦しいといった声は聞かれなかった。売上、利益共にさほど伸びた顧問先はなく、逆に落ち込んでいるところも見当たらない。,
,,▲,食料品製造業（経営企画担当）,受注量や販売量の動き,・多方面にわたり商品やサービスの値上げが続き、消費者の購買意欲は明らかに減退している。,
,,▲,窯業・土石製品製造業（社員）,取引先の様子,・一部製品のＯＥＭ製造を委託する同業社が、受注量減少により来春まで週休３日体制になってしまった。また、一部の汎用的な緻密質セラミックの需要が半年ほど前から冷え込んだままである。,
,,▲,鉄鋼業（経営者）,受注量や販売量の動き,・受注量、販売量共に伸び悩んでいる。通常10～12月は年間でも通常月より販売量が１割ほど多くなるが、今年は横ばいから僅かに減少傾向にあり、例年と比べると15％ほど落ちている。,
,,▲,建設業（役員）,受注量や販売量の動き,・９～10月は来場、成約共に例年並みで良かったが、11月は来場者数が激減し、成約も予定を下回った。年末に近づくと毎年動きが悪くなるため仕方がない。,
,,▲,通信業（総務担当）,それ以外,・賃上げがなく収入は現状維持であるが、食品・燃料類を中心に物価は上がり続けている。購買力が低下して心に余裕がなくなると、何かを新規に購入する気になれない。,
,,▲,行政書士,それ以外,・経営者の高齢化により、適当な後継者がなく運転手不足もあって廃業を決め、役所に廃業届を提出するケースがみられる。,
,,×,金属製品製造業（経営者）,受注量や販売量の動き,・販売量が減少している。引き合いも減少している。,
,,×,新聞販売店［広告］（店主）,受注量や販売量の動き,・用紙代が値上がりした影響で折込広告の製造コストが上がり、折込広告の出稿量が減っている。今まで１週間で２回入っていたものが１回になったり、今まで見開きで入っていたものが一枚ものにサイズダウンしている。,
"雇用
関連

(東海)",,◎,－,－,－,
,,○,人材派遣会社（社員）,求職者数の動き,・10月以降求人への応募件数が増加しており、個々の求職者を見ても非常に積極的に転職活動を進めている印象を受ける。ただ、求人企業の選考目線が数か月前より非常に高くなり、人材紹介の成約件数は増えていない。,
,,○,新聞社［求人広告］（営業担当）,周辺企業の様子,・年末が近づくにつれて、コロナ禍で３年間中止となっていた会合や会議、イベントが以前の規模で実施されるようになってきた。それに伴い、３か月前に比べると多少良くなった。,
,,○,職業安定所（雇用開発担当）,周辺企業の様子,・産業によって違いはあるが、全般的に業況は上向きである。,
,,□,人材派遣会社（社員）,求人数の動き,・余り変わらない。,
,,□,人材派遣会社（営業担当）,求人数の動き,・引き続き各社からの技術系求人数は過多であり、当社を含めて採用熱が高い状態が続いている。,
,,□,人材派遣会社（営業担当）,それ以外,・引き続き物価高が続いている。,
,,□,人材派遣会社（営業担当）,採用者数の動き,・３か月前との比較では、求人は高止まりで変化ないが、求職者が引き続き不足しており、採用数は横ばいから減少傾向にある。,
,,□,アウトソーシング企業（エリア担当）,周辺企業の様子,・国内自動車販売は前年比プラスで回復基調にある。大手自動車メーカーがけん引し、他の自動車メーカー数社も前年並みの需要へ回復しているが、苦戦しているところもある。,
,,□,新聞社［求人広告］（営業担当）,それ以外,・景気が上向く材料が思い当たらない。,
,,□,職業安定所（職員）,求人数の動き,・求人倍率はほとんど変わらないが、新規求人数は増加した。特に、道路旅客運送業、飲食業、福祉事業において増加がみられた。,
,,□,職業安定所（職員）,求人数の動き,・前年同月比で、求人数は物価や燃料費の高騰などから製造業を中心にほとんどの業種で減少傾向が続く。一方で、求職者数は緩やかな増加傾向が続いており、この状況が長期化している。,
,,□,職業安定所（職員）,周辺企業の様子,・製造業では、受注が増えて生産量は回復しているものの、原材料やエネルギー資源の価格高騰により利益を圧迫している。今後、商品へ価格転嫁していく必要がある。人材派遣会社では、大手企業の人材不足により派遣依頼が急増しているが、大企業の人件費抑制を受け、利益は増加していない。産業にかかわらず、当面、原材料の価格高騰が経営を圧迫する。,
,,□,民間職業紹介機関（営業担当）,採用者数の動き,・求人募集は高位安定しており、時季としても景況感は悪くはないが前年ほどの決定数の伸長はみられない。利益への影響などに鑑み募集停止に至る企業も出ている。,
,,▲,人材派遣業（営業担当）,周辺企業の様子,・物価高の影響により各所で利益率の低下が浮き彫りとなっている。最低賃金こそ上昇しているが、実際に比例して賃上げする企業は、特に中小企業では見当たらない。その結果、生活水準を落とさざるを得ず、景気後退につながっている。,
,,▲,職業安定所（所長）,求人数の動き,・有効求人倍率は２か月連続で前年を下回り、新規求人数も４か月連続で前年を下回った。とりわけ建設業、卸売業、小売業の求人数の減少が止まらない。また、求職者のうち65歳以上での新規求職申込件数は前年比で３割増加、職業相談件数は４割増加しており、物価高などが高齢者世帯の生活に大きな影響を及ぼしている。,
,,▲,職業安定所（職員）,求職者数の動き,・新規求職者が増加傾向にあり、特に在職者・無業者数での増加が顕著であることから、就職活動を活発化せざるを得ない状況とみられる。,
,,×,－,－,－,
,,,,,,
　７．北陸（地域別調査機関：一般財団法人北陸経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(北陸)",,◎,商店街（代表者）,来客数の動き,・今月も引き続きインバウンド需要を中心に絶好調で、売上全体の20％程度を占めるようになっている。相変わらず中国からのインバウンドは少なく、米国やオーストラリアからのインバウンドが大半である。売上も新型コロナウイルス感染症発生前より増加している。,
,,◎,一般レストラン（統括）,来客数の動き,・当社も含めて、外食業界全体で2019年を超える売上や来客数になっている。秋の旅行やインバウンド需要の高まりなど、良い条件がそろった状況である。,
,,◎,都市型ホテル（役員）,来客数の動き,・旅行会社のツアー関連の予約が絶好調であった。コロナ禍明けの反動により、新型コロナウイルス感染症発生前の同月に対し２倍近い伸びとなっている。,
,,◎,タクシー運転手,来客数の動き,・観光客が大変多くなっている。週末だけではなく平日にも観光客が来ており、夜の街も人出が増え、売上は良くなっている。,
,,○,一般小売店［事務用品］（店長）,来客数の動き,・季節商材を購入する人が増えている。,
,,○,家電量販店（本部）,販売量の動き,・寒さや県の省エネ家電購入支援策による影響でエアコンを中心に商材が動いている。,
,,○,自動車備品販売店（役員）,販売量の動き,・11月は冬季用品の販売促進を例年以上に投下したこともあり、スタッドレスタイヤを始め、冬季用品を購入する客の来店が例年のタイミングより早まり、商談待ちが多く発生している。競合他社も同じような動きが見られ、必需品に対しては良い物を購入する傾向が戻ってきている。,
,,○,その他小売［ショッピングセンター］（統括）,お客様の様子,・値上げにより客単価が上昇した影響が大きいが、やや良くなっている。服飾品などの物販における販売量は堅調に推移しており、単価上昇を消費者が受け入れているようにみえる。外出機会が戻り、需要の回復が継続している。,
,,○,観光型旅館（経営者）,単価の動き,・全国旅行支援が無くなり、宿泊単価の下落を心配していたが、設定したとおりの単価で予約が取れている。,
,,○,都市型ホテル（スタッフ）,販売量の動き,・宿泊部門、宴会部門共にコロナ禍からの回復効果で売上は伸びてきているが、新型コロナウイルス感染症発生前の80％程度の回復にとどまっている。販売価格についてはインバウンド分野では値上がりしていない。宴会部門も値上げについてはなかなか了解してもらえないのが現状である。,
,,○,通信会社（役員）,販売量の動き,・新規契約の獲得件数は、３か月前と比較して若干増加している。,
,,○,テーマパーク（役員）,来客数の動き,・来客数の前年同月比をみると、３か月前と比べて増加傾向にある。,
,,□,商店街（代表者）,来客数の動き,・気候の変化が激しく、季節商材の需要が一定しない。ブランド品など比較的高級な物を大事に使う考え方が若い層にも出てきているようにみえる。,
,,□,一般小売店［書籍］（従業員）,販売量の動き,・来客数、販売数などここ数か月横ばい、又はやや下降気味である。,
,,□,百貨店（売場主任）,来客数の動き,・11月の売上は引き続き前年及び新型コロナウイルス感染症発生前の2018年の実績を超えている。化粧品やファッション関係が好調に推移している。お歳暮やおせちなどの年末年始需要は前年並みの見込みである。外商売上は富裕層によるラグジュアリーブランドの購買意欲が旺盛で、店全体の売上をけん引している。,
,,□,スーパー（店長）,単価の動き,・物価上昇と賃上げのバランスがまだ悪いと考える。,
,,□,スーパー（仕入担当）,来客数の動き,・会員カードやアプリの分析から、近隣住民の来客数は横ばいであるが、新規の来客数が徐々に増えてきている。店舗からは観光客、レジャー客の増加が顕著であるとの報告がある。,
,,□,スーパー（経営企画）,来客数の動き,・価格上昇で買上点数が下がるなか、来客数には改善傾向がみられる。,
,,□,衣料品専門店（経営者）,お客様の様子,・天候不順のため秋冬商材の動きが今一つである。消費者は慎重に買物をしている。,
,,□,衣料品専門店（経営者）,来客数の動き,・アパレル衣料の売行きは気候に影響されやすい。残暑や暖冬により売行きが大きく変わるため、一概に景気の判断材料にはなりにくい。,
,,□,乗用車販売店（役員）,販売量の動き,・自動車メーカー側の生産計画により限られた台数で商談に対応しているため、当面の間は販売量が一定の台数で推移する。,
,,□,その他専門店［酒］（経営者）,販売量の動き,・とにかく景気が悪い。物価高や光熱費の値上げなど、いろいろなことが重なり、客の財布のひもは固い。,
,,□,一般レストラン（店長）,お客様の様子,・11月中旬まではまずまずだったが、後半以降は客足が遠のいている。紅葉の季節も余り長続きしなかった。,
,,□,スナック（経営者）,来客数の動き,・来客数がやや減少している。しかし、駅前周辺は人出が多く、居酒屋などは連日満員でなかなか入店できないと聞いている。,
,,□,通信会社（職員）,お客様の様子,・問合せ内容に特に変化がない。,
,,□,通信会社（役員）,販売量の動き,・継続して通信サービス、放送サービス共に、新規契約件数が前年同期と同様に推移している。,
,,□,その他レジャー施設［スポーツクラブ］（総支配人）,お客様の様子,・客の優先順位の上位に健康づくりが入っていない。あえて施設へ来て運動しようという意識がないようにみえる。身近ないろいろなものが値上がりしており、スポーツクラブの会費に金を使うのは後回しになっている。,
,,□,美容室（経営者）,来客数の動き,・来客数が前年比で５％程度ダウンしている状況がここ３か月続いている。８月にカット料金を500円値上げした影響が出てきているのかもしれない。総売上は単価上昇が寄与し、３％程度伸びている。,
,,□,住宅販売会社（従業員）,販売量の動き,・新築戸建て住宅については建物の総額は変わらないが、建築資材の高騰により床面積が小さくなっている。リフォームの大型案件も減少している。,
,,□,住宅販売会社（従業員）,お客様の様子,・建築資材の高騰などで、住宅建築に対する客の意欲がみられない。,
,,□,住宅販売会社（営業）,来客数の動き,・ここ３か月の来客数に変化がない。全く止まっているわけではないが、低空飛行がずっと続いている。,
,,▲,商店街（代表者）,お客様の様子,・そこそこの客入りでも、締めてみると売上は満足のいくものではない。客単価が確実に下がっている。飲食店の突然の閉店も最近多い。,
,,▲,一般小売店［精肉］（店長）,来客数の動き,・景品用途などの動きはまずまずだが、来客数が少ない。,
,,▲,百貨店（販売促進担当）,お客様の様子,・物価高による節約志向が出てきている。物産展では前年まで好調だった単価の高い弁当の動きが鈍ったり、お歳暮では早期割引企画は好調に推移するが、送付件数や高単価なギフトは前年と比べて動きが鈍い。,
,,▲,百貨店（販売担当）,お客様の様子,・暖冬と値上げが重なり、購買行動は非常に慎重である。お買い得品やお買い得な時期を設定し、価格の低さをアピールしても購入しない傾向である。アイテムでは特に衣料品、年代では30～40代の購買が少ない。一方、レストランはどの年代も来店しており、特に昼食時には多くの客が利用している。また、食に関するイベントや催事にはどの年代も多くの客が来店しており、需要が高い。,
,,▲,スーパー（総務担当）,お客様の様子,・物価高騰のため、チラシ掲載商品ばかりが売れる。,
,,▲,スーパー（店舗管理）,お客様の様子,・来客数が確実に減少しており、１週間当たりの買物回数が減少している。ポイント付与のある販売促進日やチラシ投入日のみに客が集中し、その翌日には完全に平常な状態に戻ることが顕著になっている。,
